block,entry_ts,direction,entry,sl,sl_dist,atr180,sl_atr180,topology,d_same,d_opp,policy,status,exit_ts,exit_price,R,route_id,candidate_order,next_ts,next_ref,accepted_rank,role,hybrid_status,hybrid_exit_ts,hybrid_exit_price,hybrid_pnl,entry_spread_price,exit_spread_price,spread_cost,net_0x,net_1x,net_2x,net_3x
FULL_2022_202608,2022-03-04 02:44:00,UP,1950.12,1923.27,26.84999999999991,9.488357594030164,2.8297837359010645,SAME_NEAREST,24.19000000000005,36.67999999999984,MULTI_CHILD_ERA4,CHALLENGE_OPENS,2022-03-11 13:43:00,1970.53,0.7601489757914395,17,4.0,2022-03-04 16:29:00,1950.87,4,CONTINUATION_CHILD,NEXT_H4_LIQ,2022-03-04 16:29:00,1950.87,0.75,0.18,0.18,0.18,0.75,0.5700000000000001,0.39,0.20999999999999996
FULL_2022_202608,2022-03-04 16:29:00,UP,1950.87,1933.93,16.939999999999827,9.56133378800177,1.7717193412133905,SAME_NEAREST,23.44000000000005,27.59999999999991,MULTI_CHILD_ERA4,CHALLENGE_OPENS,2022-03-11 13:43:00,1970.53,1.160566706021268,17,5.0,2022-03-07 01:00:00,1974.31,5,CONTINUATION_CHILD,NEXT_H4_LIQ,2022-03-07 01:00:00,1974.31,23.440000000000055,0.18,0.59,0.18,23.440000000000055,23.260000000000055,23.080000000000055,22.900000000000055
FULL_2022_202608,2022-03-07 01:00:00,UP,1974.31,1939.87,34.440000000000055,9.63696098461002,3.573740731647648,NO_SAME_TARGET,,51.03999999999997,MULTI_CHILD_ERA4,CHALLENGE_OPENS,2022-03-11 13:43:00,1970.53,-0.1097560975609746,17,6.0,2022-03-08 08:33:00,2002.52,6,CONTINUATION_CHILD,NEXT_H4_LIQ,2022-03-08 08:33:00,2002.52,28.210000000000036,0.59,0.18,0.59,28.210000000000036,27.620000000000037,27.030000000000037,26.440000000000037
FULL_2022_202608,2022-03-16 16:15:00,DOWN,1907.02,1927.08,20.059999999999945,11.94955185970496,1.6787240421663174,SAME_NEAREST,16.269999999999982,102.12000000000012,MULTI_CHILD_ERA4,SL,2022-03-16 21:50:00,1927.08,-1.0,18,6.0,2022-03-21 20:57:00,1940.84,6,CONTINUATION_CHILD,SL,2022-03-16 21:50:00,1927.08,-20.059999999999945,0.18,0.18,0.18,-20.059999999999945,-20.239999999999945,-20.419999999999945,-20.599999999999945
FULL_2022_202608,2022-03-11 15:46:00,DOWN,1960.96,1994.87,33.909999999999854,11.516974190266415,2.944349743238891,SAME_NEAREST,37.690000000000055,48.180000000000064,MULTI_CHILD_ERA4,CHALLENGE_OPENS,2022-03-21 20:57:00,1940.84,0.59333529932174,18,1.0,2022-03-14 13:24:00,1958.61,1,ANCHOR_CHILD,CHALLENGE_OPENS,2022-03-21 20:57:00,1940.84,20.12000000000012,0.18,0.18,0.18,20.12000000000012,19.94000000000012,19.76000000000012,19.58000000000012
FULL_2022_202608,2022-03-14 13:24:00,DOWN,1958.61,1978.58,19.970000000000027,11.78833090722273,1.694048136005783,SAME_NEAREST,35.33999999999992,50.5300000000002,MULTI_CHILD_ERA4,CHALLENGE_OPENS,2022-03-21 20:57:00,1940.84,0.8898347521281902,18,2.0,2022-03-15 02:01:00,1949.62,2,CONTINUATION_CHILD,NEXT_H4_LIQ,2022-03-15 02:01:00,1949.62,8.990000000000009,0.18,0.18,0.18,8.990000000000009,8.81000000000001,8.63000000000001,8.45000000000001
FULL_2022_202608,2022-03-15 02:01:00,DOWN,1949.62,1961.92,12.300000000000182,11.791969565689286,1.0430827463962506,SAME_NEAREST,26.34999999999991,59.52000000000021,MULTI_CHILD_ERA4,CHALLENGE_OPENS,2022-03-21 20:57:00,1940.84,0.7138211382113694,18,3.0,2022-03-15 12:58:00,1923.27,3,CONTINUATION_CHILD,NEXT_H4_LIQ,2022-03-15 12:58:00,1923.27,26.34999999999991,0.18,0.18,0.18,26.34999999999991,26.16999999999991,25.98999999999991,25.80999999999991
FULL_2022_202608,2022-03-15 12:58:00,DOWN,1923.27,1954.63,31.360000000000127,11.847040585890058,2.64707458142333,SAME_NEAREST,9.829999999999927,85.87000000000012,MULTI_CHILD_ERA4,CHALLENGE_OPENS,2022-03-21 20:57:00,1940.84,-0.5602678571428529,18,4.0,2022-03-15 16:13:00,1913.44,4,CONTINUATION_CHILD,NEXT_H4_LIQ,2022-03-15 16:13:00,1913.44,9.829999999999927,0.18,0.18,0.18,9.829999999999927,9.649999999999928,9.469999999999928,9.289999999999928
FULL_2022_202608,2022-03-15 16:13:00,DOWN,1913.44,1954.63,41.190000000000055,11.891334804857337,3.4638668136040445,SAME_NEAREST,22.69000000000005,95.70000000000005,MULTI_CHILD_ERA4,CHALLENGE_OPENS,2022-03-21 20:57:00,1940.84,-0.6652100024277695,18,5.0,2022-03-16 16:15:00,1907.02,5,CONTINUATION_CHILD,NEXT_H4_LIQ,2022-03-16 16:15:00,1907.02,6.420000000000073,0.18,0.18,0.18,6.420000000000073,6.240000000000073,6.060000000000072,5.880000000000073
FULL_2022_202608,2022-03-22 16:04:00,DOWN,1917.93,1938.38,20.450000000000045,11.871784176723173,1.7225717462162131,SAME_NEAREST,22.8900000000001,23.269999999999985,MULTI_CHILD_ERA4,SL,2022-03-23 20:07:00,1938.38,-1.0,19,1.0,2022-03-23 21:24:00,1941.2,1,ANCHOR_CHILD,SL,2022-03-23 20:07:00,1938.38,-20.450000000000045,0.18,0.18,0.18,-20.450000000000045,-20.630000000000045,-20.810000000000045,-20.990000000000045
FULL_2022_202608,2022-03-24 13:40:00,UP,1949.77,1937.35,12.420000000000073,11.703540909581928,1.0612172927794497,OPPOSITE_NEAREST,59.37000000000012,39.12999999999988,MULTI_CHILD_ERA4,CHALLENGE_OPENS,2022-03-28 06:54:00,1943.16,-0.5322061191626297,20,1.0,2022-03-28 06:54:00,1943.16,1,ANCHOR_CHILD,CHALLENGE_OPENS,2022-03-28 06:54:00,1943.16,-6.6099999999999,0.18,0.18,0.18,-6.6099999999999,-6.7899999999999,-6.9699999999999,-7.1499999999999
