block,ts,arrival_side,ref,before,after,primary,resolution,eligible,topology,d_same,d_opp,nearest_bsl,nearest_ssl,structural_sl,sl_dist,atr180,sl_atr180,entry_authorized,entry_reject_reason
FULL_2022_202608,2022-01-05 08:16:00,UP,1816.52,,ACTIVE,UP,SEED,False,,,,,1798.47,,,,,,
FULL_2022_202608,2022-01-05 21:54:00,DOWN,1812.47,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,,1798.47,,,,,,
FULL_2022_202608,2022-01-06 10:27:00,DOWN,1798.25,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,NO_SAME_TARGET,,31.170000000000073,1829.42,,1811.45,13.200000000000045,,,False,ATR180_WARMUP
FULL_2022_202608,2022-01-07 15:36:00,DOWN,1786.38,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,43.039999999999964,1829.42,,1806.97,20.589999999999918,,,False,ATR180_WARMUP
FULL_2022_202608,2022-01-10 12:10:00,UP,1798.72,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,1829.42,1782.43,,,,,,
FULL_2022_202608,2022-01-11 01:30:00,UP,1802.42,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,OPPOSITE_NEAREST,27.0,19.99000000000001,1829.42,1782.43,1790.34,12.080000000000155,,,False,ATR180_WARMUP
FULL_2022_202608,2022-01-12 15:40:00,UP,1823.1,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,6.320000000000164,21.269999999999982,1829.42,1801.83,1814.77,8.329999999999927,,,False,ATR180_WARMUP
FULL_2022_202608,2022-01-13 17:53:00,DOWN,1814.77,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,1828.1,1801.83,,,,,,
FULL_2022_202608,2022-01-14 09:37:00,UP,1828.1,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,SAME_NEAREST,1.3200000000001637,15.709999999999809,1829.42,1812.39,1819.53,8.569999999999936,,,False,ATR180_WARMUP
FULL_2022_202608,2022-01-18 05:39:00,DOWN,1817.63,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,1823.09,1812.96,,,,,,
FULL_2022_202608,2022-01-18 09:14:00,DOWN,1812.96,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,0.5699999999999363,10.129999999999882,1823.09,1812.39,1822.69,9.730000000000018,,,False,ATR180_WARMUP
FULL_2022_202608,2022-01-18 10:54:00,DOWN,1812.39,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,10.560000000000173,10.699999999999818,1823.09,1801.83,1822.69,10.299999999999955,,,False,ATR180_WARMUP
FULL_2022_202608,2022-01-19 15:19:00,UP,1820.05,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,1822.69,1805.84,,,,,,
FULL_2022_202608,2022-01-19 15:26:00,UP,1823.09,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,SAME_NEAREST,6.180000000000064,17.25,1829.27,1805.84,1811.31,11.779999999999973,,,False,ATR180_WARMUP
FULL_2022_202608,2022-01-19 17:03:00,UP,1829.42,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,19.200000000000045,,1810.22,1811.31,18.110000000000127,,,False,ATR180_WARMUP
FULL_2022_202608,2022-01-20 15:30:00,UP,1844.0,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,33.77999999999997,,1810.22,1811.31,32.690000000000055,,,False,ATR180_WARMUP
FULL_2022_202608,2022-01-21 10:17:00,DOWN,1835.88,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,1847.85,1810.22,,,,,,
FULL_2022_202608,2022-01-21 22:17:00,DOWN,1828.44,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,18.220000000000027,19.409999999999854,1847.85,1810.22,1843.12,14.679999999999836,,,False,ATR180_WARMUP
FULL_2022_202608,2022-01-24 11:10:00,UP,1843.12,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,1847.85,1828.37,,,,,,
FULL_2022_202608,2022-01-25 16:45:00,UP,1847.85,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,NO_SAME_TARGET,,18.189999999999827,,1829.66,1834.81,13.039999999999964,,,False,ATR180_WARMUP
FULL_2022_202608,2022-01-26 16:22:00,DOWN,1834.81,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,1853.78,1829.66,,,,,,
FULL_2022_202608,2022-01-26 19:12:00,DOWN,1829.66,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,1.290000000000191,24.11999999999989,1853.78,1828.37,1848.01,18.34999999999991,,,False,ATR180_WARMUP
FULL_2022_202608,2022-01-26 21:03:00,DOWN,1828.37,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,18.149999999999864,25.410000000000082,1853.78,1810.22,1848.01,19.6400000000001,,,False,ATR180_WARMUP
FULL_2022_202608,2022-01-27 08:48:00,DOWN,1810.22,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,4.380000000000109,43.559999999999945,1853.78,1805.84,1822.0,11.779999999999973,,,False,ATR180_WARMUP
FULL_2022_202608,2022-01-27 15:00:00,DOWN,1805.84,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,4.009999999999991,47.940000000000055,1853.78,1801.83,1816.82,10.980000000000018,,,False,ATR180_WARMUP
FULL_2022_202608,2022-01-27 15:51:00,DOWN,1801.83,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,11.490000000000009,51.950000000000045,1853.78,1790.34,1816.82,14.990000000000009,,,False,ATR180_WARMUP
FULL_2022_202608,2022-01-28 11:11:00,DOWN,1791.72,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,1.3800000000001091,62.059999999999945,1853.78,1790.34,1799.31,7.589999999999918,,,False,ATR180_WARMUP
FULL_2022_202608,2022-01-28 11:17:00,DOWN,1790.34,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,7.9099999999998545,63.440000000000055,1853.78,1782.43,1799.31,8.970000000000027,,,False,ATR180_WARMUP
FULL_2022_202608,2022-01-28 13:09:00,DOWN,1782.43,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,71.34999999999991,1853.78,,1799.31,16.87999999999988,,,False,ATR180_WARMUP
FULL_2022_202608,2022-01-31 16:39:00,UP,1799.31,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,1853.78,1780.2,,,,,,
FULL_2022_202608,2022-02-02 05:17:00,DOWN,1797.69,CHALLENGED,ACTIVE,DOWN,OLD_PRIMARY_WINS,True,OPPOSITE_NEAREST,17.49000000000001,11.029999999999973,1808.72,1780.2,1802.26,4.569999999999936,,,False,ATR180_WARMUP
FULL_2022_202608,2022-02-02 17:26:00,UP,1808.72,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,1853.78,1780.2,,,,,,
FULL_2022_202608,2022-02-03 16:45:00,DOWN,1794.36,CHALLENGED,ACTIVE,DOWN,OLD_PRIMARY_WINS,True,SAME_NEAREST,14.159999999999854,16.3900000000001,1810.75,1780.2,1806.05,11.690000000000055,,,False,ATR180_WARMUP
FULL_2022_202608,2022-02-04 06:32:00,UP,1807.57,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,1810.75,1788.58,,,,,,
FULL_2022_202608,2022-02-04 11:55:00,UP,1810.75,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,OPPOSITE_NEAREST,43.02999999999997,22.170000000000073,1853.78,1788.58,1805.72,5.029999999999973,,,False,ATR180_WARMUP
FULL_2022_202608,2022-02-07 03:00:00,UP,1814.82,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,38.960000000000036,26.24000000000001,1853.78,1788.58,1792.13,22.689999999999827,,,False,ATR180_WARMUP
FULL_2022_202608,2022-02-07 15:08:00,UP,1815.27,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,38.50999999999999,23.139999999999873,1853.78,1792.13,1808.66,6.6099999999999,,,False,ATR180_WARMUP
FULL_2022_202608,2022-02-08 15:53:00,UP,1823.5,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,30.279999999999973,31.36999999999989,1853.78,1792.13,1815.38,8.11999999999989,,,False,ATR180_WARMUP
FULL_2022_202608,2022-02-10 09:42:00,UP,1835.78,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,18.0,11.149999999999864,1853.78,1824.63,1831.39,4.389999999999873,,,False,ATR180_WARMUP
FULL_2022_202608,2022-02-10 15:30:00,DOWN,1824.63,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,1853.78,1815.38,,,,,,
FULL_2022_202608,2022-02-11 09:21:00,DOWN,1821.57,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,6.189999999999827,20.299999999999955,1841.87,1815.38,1841.87,20.299999999999955,,,False,ATR180_WARMUP
FULL_2022_202608,2022-02-11 20:32:00,UP,1841.87,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,1853.78,1820.88,,,,,,
FULL_2022_202608,2022-02-11 20:46:00,UP,1853.78,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,NO_SAME_TARGET,,32.899999999999864,,1820.88,1824.88,28.899999999999864,,,False,ATR180_WARMUP
FULL_2022_202608,2022-02-14 16:33:00,UP,1865.28,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,44.399999999999864,,1820.88,1850.76,14.519999999999982,7.288200847355943,1.9922612321074595,True,
FULL_2022_202608,2022-02-15 13:46:00,DOWN,1850.76,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,,1820.88,,,,,,
FULL_2022_202608,2022-02-17 10:26:00,UP,1879.45,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,NO_SAME_TARGET,,35.069999999999936,,1844.38,1867.71,11.740000000000009,7.418555687875416,1.582518281717206,True,
FULL_2022_202608,2022-02-21 01:00:00,UP,1899.91,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,2.439999999999827,13.370000000000118,1902.35,1886.54,1890.37,9.540000000000191,7.588579386528411,1.257152296111711,True,
FULL_2022_202608,2022-02-21 01:01:00,UP,1902.35,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,15.809999999999945,,1886.54,1890.37,11.980000000000018,7.588579386528411,1.578688103502937,True,
FULL_2022_202608,2022-02-22 01:00:00,UP,1908.19,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,20.65000000000009,,1887.54,1892.4,15.789999999999964,7.657009927256034,2.0621626653236516,True,
FULL_2022_202608,2022-02-23 11:30:00,DOWN,1891.35,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,1914.03,1887.54,,,,,,
FULL_2022_202608,2022-02-24 04:01:00,UP,1914.03,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,NO_SAME_TARGET,,24.430000000000064,,1889.6,1904.49,9.539999999999964,7.760617619500096,1.2292836044426174,True,
FULL_2022_202608,2022-02-24 21:27:00,DOWN,1886.54,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,,1844.38,,,,,,
FULL_2022_202608,2022-03-01 11:43:00,UP,1918.2,CHALLENGED,ACTIVE,UP,OLD_PRIMARY_WINS,True,SAME_NEAREST,12.470000000000027,27.450000000000045,1930.67,1890.75,1901.3,16.90000000000009,9.092670465545046,1.858639886273174,True,
FULL_2022_202608,2022-03-01 18:34:00,UP,1930.67,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,43.63999999999987,39.92000000000007,1974.31,1890.75,1910.69,19.980000000000018,9.15621062921385,2.18212542383546,True,
FULL_2022_202608,2022-03-04 02:37:00,UP,1947.88,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,2.2399999999997817,34.440000000000055,1950.12,1913.44,1923.27,24.610000000000127,9.488357594030163,2.5937049437812214,True,
FULL_2022_202608,2022-03-04 02:44:00,UP,1950.12,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,24.190000000000055,36.679999999999836,1974.31,1913.44,1923.27,26.84999999999991,9.488357594030163,2.8297837359010645,True,
FULL_2022_202608,2022-03-04 16:29:00,UP,1950.87,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,23.440000000000055,27.59999999999991,1974.31,1923.27,1933.93,16.939999999999827,9.56133378800177,1.7717193412133905,True,
FULL_2022_202608,2022-03-07 01:00:00,UP,1974.31,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,51.039999999999964,,1923.27,1939.87,34.440000000000055,9.63696098461002,3.573740731647648,True,
FULL_2022_202608,2022-03-08 08:33:00,UP,2002.52,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,NO_SAME_TARGET,,41.559999999999945,,1960.96,1980.97,21.549999999999955,10.198560909134132,2.1130432216862225,True,
FULL_2022_202608,2022-03-11 13:43:00,DOWN,1970.53,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,2009.14,1960.96,,,,,,
FULL_2022_202608,2022-03-11 15:46:00,DOWN,1960.96,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,37.690000000000055,48.180000000000064,2009.14,1923.27,1994.87,33.909999999999854,11.516974190266415,2.944349743238891,True,
FULL_2022_202608,2022-03-14 13:24:00,DOWN,1958.61,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,35.33999999999992,50.5300000000002,2009.14,1923.27,1978.58,19.970000000000027,11.78833090722273,1.694048136005783,True,
FULL_2022_202608,2022-03-15 02:01:00,DOWN,1949.62,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,26.34999999999991,59.52000000000021,2009.14,1923.27,1961.92,12.300000000000182,11.791969565689286,1.0430827463962506,True,
FULL_2022_202608,2022-03-15 12:58:00,DOWN,1923.27,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,9.829999999999927,85.87000000000012,2009.14,1913.44,1954.63,31.360000000000127,11.847040585890058,2.64707458142333,True,
FULL_2022_202608,2022-03-15 16:13:00,DOWN,1913.44,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,22.690000000000055,95.70000000000005,2009.14,1890.75,1954.63,41.190000000000055,11.891334804857337,3.4638668136040445,True,
FULL_2022_202608,2022-03-16 16:15:00,DOWN,1907.02,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,16.269999999999982,102.12000000000012,2009.14,1890.75,1927.08,20.059999999999945,11.94955185970496,1.6787240421663174,True,
FULL_2022_202608,2022-03-21 20:57:00,UP,1940.84,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,1949.77,1917.93,,,,,,
FULL_2022_202608,2022-03-22 16:04:00,DOWN,1917.93,CHALLENGED,ACTIVE,DOWN,OLD_PRIMARY_WINS,True,SAME_NEAREST,22.8900000000001,23.269999999999982,1941.2,1895.04,1938.38,20.450000000000045,11.871784176723173,1.7225717462162133,True,
FULL_2022_202608,2022-03-23 21:24:00,UP,1941.2,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,1949.77,1910.64,,,,,,
FULL_2022_202608,2022-03-24 13:40:00,UP,1949.77,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,OPPOSITE_NEAREST,59.37000000000012,39.12999999999988,2009.14,1910.64,1937.35,12.420000000000073,11.703540909581928,1.0612172927794497,True,
FULL_2022_202608,2022-03-28 06:54:00,DOWN,1943.16,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,1961.83,1937.35,,,,,,
FULL_2022_202608,2022-03-28 08:46:00,DOWN,1937.35,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,OPPOSITE_NEAREST,26.70999999999981,24.480000000000018,1961.83,1910.64,1958.88,21.5300000000002,11.64798301562332,1.848388684214446,True,
FULL_2022_202608,2022-03-29 11:29:00,DOWN,1916.95,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,6.309999999999945,44.87999999999988,1961.83,1910.64,1929.33,12.379999999999882,11.723147952015289,1.0560303470256618,True,
FULL_2022_202608,2022-03-29 11:40:00,DOWN,1910.64,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,15.600000000000136,51.18999999999983,1961.83,1895.04,1929.33,18.689999999999827,11.723147952015289,1.5942816789910843,True,
FULL_2022_202608,2022-03-29 15:26:00,DOWN,1895.04,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,4.289999999999964,66.78999999999996,1961.83,1890.75,1929.33,34.289999999999964,11.741019352281869,2.920530063970612,True,
FULL_2022_202608,2022-03-29 15:36:00,DOWN,1890.75,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,7.650000000000091,71.07999999999993,1961.83,1883.1,1929.33,38.57999999999993,11.741019352281869,3.2859157150185516,True,
FULL_2022_202608,2022-03-31 16:13:00,UP,1938.51,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,1961.83,1917.15,,,,,,
FULL_2022_202608,2022-04-01 17:33:00,DOWN,1919.12,CHALLENGED,ACTIVE,DOWN,OLD_PRIMARY_WINS,True,SAME_NEAREST,1.9699999999998,30.670000000000073,1949.79,1917.15,1936.41,17.29000000000019,11.754107270563653,1.470975175060749,True,
FULL_2022_202608,2022-04-04 07:17:00,DOWN,1917.15,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,27.110000000000127,32.63999999999987,1949.79,1890.04,1926.76,9.6099999999999,11.715678017669283,0.8202683605256431,True,
FULL_2022_202608,2022-04-05 16:23:00,UP,1936.84,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,1949.79,1915.45,,,,,,
FULL_2022_202608,2022-04-06 10:12:00,DOWN,1915.45,CHALLENGED,ACTIVE,DOWN,OLD_PRIMARY_WINS,True,SAME_NEAREST,25.410000000000082,29.079999999999927,1944.53,1890.04,1925.26,9.809999999999945,11.595233465676907,0.8460372987778609,True,
FULL_2022_202608,2022-04-07 15:08:00,UP,1933.44,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,1944.53,1915.52,,,,,,
FULL_2022_202608,2022-04-08 15:14:00,UP,1937.83,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,SAME_NEAREST,6.7000000000000455,22.309999999999945,1944.53,1915.52,1927.63,10.199999999999818,11.39605150795478,0.8950468495934681,True,
FULL_2022_202608,2022-04-08 17:09:00,UP,1944.53,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,5.259999999999991,29.00999999999999,1949.79,1915.52,1927.63,16.899999999999864,11.387073444021699,1.4841390180786524,True,
FULL_2022_202608,2022-04-11 01:07:00,UP,1949.79,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,12.039999999999964,22.159999999999854,1961.83,1927.63,1938.98,10.809999999999945,11.4060864265401,0.9477396186343847,True,
FULL_2022_202608,2022-04-11 15:00:00,UP,1961.83,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,4.300000000000182,34.19999999999982,1966.13,1927.63,1939.97,21.8599999999999,11.395226726595691,1.9183470872922723,True,
FULL_2022_202608,2022-04-11 15:37:00,UP,1966.13,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,43.00999999999999,38.5,2009.14,1927.63,1939.97,26.160000000000082,11.395226726595691,2.295698069696534,True,
FULL_2022_202608,2022-04-12 15:54:00,UP,1969.56,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,39.580000000000155,28.730000000000018,2009.14,1940.83,1949.58,19.980000000000018,11.45692351360362,1.7439236612059374,True,
FULL_2022_202608,2022-04-13 12:46:00,UP,1978.62,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,30.52000000000021,29.039999999999964,2009.14,1949.58,1962.86,15.759999999999991,11.488392054985509,1.3718194787024849,True,
FULL_2022_202608,2022-04-18 02:33:00,UP,1981.5,ACTIVE,ACTIVE,UP,PRIMARY_CONTINUES,True,SAME_NEAREST,27.6400000000001,31.920000000000073,2009.14,1949.58,1960.45,21.049999999999955,11.362693276303299,1.8525537465575497,True,
FULL_2022_202608,2022-04-19 16:03:00,DOWN,1960.45,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,1998.36,1949.58,,,,,,
FULL_2022_202608,2022-04-19 22:14:00,DOWN,1949.58,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,8.75,48.77999999999997,1998.36,1940.83,1981.94,32.36000000000013,11.346124825325374,2.852075091556393,True,
FULL_2022_202608,2022-04-20 07:04:00,DOWN,1940.83,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,0.8599999999999,41.11000000000013,1981.94,1939.97,1951.54,10.710000000000036,11.328640911365751,0.9453914272501084,True,
FULL_2022_202608,2022-04-20 09:09:00,DOWN,1939.97,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,12.339999999999918,41.97000000000003,1981.94,1927.63,1951.54,11.569999999999936,11.313759572969273,1.0226485657024982,True,
FULL_2022_202608,2022-04-21 14:41:00,DOWN,1939.26,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,11.629999999999882,19.0,1958.26,1927.63,1954.01,14.75,11.194398759197698,1.3176232433100437,True,
FULL_2022_202608,2022-04-22 09:00:00,UP,1954.01,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,1958.26,1936.71,,,,,,
FULL_2022_202608,2022-04-22 13:23:00,DOWN,1936.71,CHALLENGED,ACTIVE,DOWN,OLD_PRIMARY_WINS,True,SAME_NEAREST,9.079999999999927,21.549999999999955,1958.26,1927.63,1955.58,18.86999999999989,11.166734673101619,1.6898404549231265,True,
FULL_2022_202608,2022-04-22 18:13:00,DOWN,1927.63,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,12.110000000000127,30.62999999999988,1958.26,1915.52,1955.58,27.949999999999818,11.185641702695499,2.4987390748681384,True,
FULL_2022_202608,2022-04-25 08:06:00,DOWN,1915.52,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,0.4900000000000091,40.059999999999945,1955.58,1915.03,1946.37,30.84999999999991,11.192350265357573,2.7563469037853876,True,
FULL_2022_202608,2022-04-25 08:56:00,DOWN,1915.03,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,24.99000000000001,40.549999999999955,1955.58,1890.04,1946.37,31.339999999999918,11.192350265357573,2.800126805984897,True,
FULL_2022_202608,2022-04-27 11:03:00,DOWN,1895.67,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,4.210000000000036,15.529999999999973,1911.2,1891.46,1907.0,11.329999999999927,11.141165297394476,1.0169492775275144,True,
FULL_2022_202608,2022-04-27 11:12:00,DOWN,1890.04,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,6.940000000000055,21.160000000000082,1911.2,1883.1,1907.0,16.960000000000036,11.141165297394476,1.5222824136687372,True,
FULL_2022_202608,2022-04-27 16:45:00,DOWN,1883.1,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,5.1599999999998545,28.100000000000136,1911.2,1877.94,1907.0,23.90000000000009,11.186533867093098,2.1364973533317233,True,
FULL_2022_202608,2022-04-28 05:12:00,DOWN,1881.33,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,3.3899999999998727,25.670000000000073,1907.0,1877.94,1891.49,10.160000000000082,11.145878875644694,0.9115476772496698,True,
FULL_2022_202608,2022-04-28 06:19:00,DOWN,1877.94,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,OPPOSITE_NEAREST,33.559999999999945,29.059999999999945,1907.0,1844.38,1886.83,8.889999999999873,11.145878875644694,0.7976042175934432,True,
FULL_2022_202608,2022-04-29 08:03:00,UP,1907.0,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,1911.2,1872.07,,,,,,
FULL_2022_202608,2022-04-29 09:25:00,UP,1911.2,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,OPPOSITE_NEAREST,44.37999999999988,39.13000000000011,1955.58,1872.07,1892.45,18.75,11.122072903904822,1.6858368185499941,True,
FULL_2022_202608,2022-05-02 15:19:00,DOWN,1872.07,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,1919.82,1844.38,,,,,,
FULL_2022_202608,2022-05-03 10:07:00,DOWN,1854.41,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,10.029999999999973,65.40999999999985,1919.82,1844.38,1867.13,12.720000000000027,11.168193763667697,1.138948720730532,True,
FULL_2022_202608,2022-05-04 21:00:00,UP,1872.04,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,1878.1,1861.4,,,,,,
FULL_2022_202608,2022-05-04 21:46:00,UP,1878.1,CHALLENGED,ACTIVE,UP,CHALLENGER_EARNED,True,OPPOSITE_NEAREST,41.72000000000003,16.699999999999818,1919.82,1861.4,1861.55,16.549999999999955,11.07453969617819,1.4944187708055567,True,
FULL_2022_202608,2022-05-09 11:39:00,DOWN,1865.97,ACTIVE,CHALLENGED,UP,CHALLENGE_OPENS,False,,,,1892.41,1861.4,,,,,,
FULL_2022_202608,2022-05-09 13:16:00,DOWN,1861.4,CHALLENGED,ACTIVE,DOWN,CHALLENGER_EARNED,True,SAME_NEAREST,11.019999999999982,31.00999999999999,1892.41,1850.38,1885.68,24.279999999999973,11.278554569513503,2.152758126083818,True,
FULL_2022_202608,2022-05-10 17:46:00,DOWN,1850.38,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,6.0,42.02999999999997,1892.41,1844.38,1865.43,15.049999999999955,11.216365856278465,1.3417893275633104,True,
FULL_2022_202608,2022-05-10 18:33:00,DOWN,1844.38,ACTIVE,ACTIVE,DOWN,PRIMARY_CONTINUES,True,SAME_NEAREST,23.5,48.02999999999997,1892.41,1820.88,1865.43,21.049999999999955,11.216365856278465,1.8767219498476881,True,
FULL_2022_202608,2022-05-12 04:32:00,UP,1858.09,ACTIVE,CHALLENGED,DOWN,CHALLENGE_OPENS,False,,,,1865.43,1832.03,,,,,,
