name,start,end,move,S_start,move_Sstart,V9 interaction
25-A,2025-01-06 16:00:00,2025-01-10 19:00:00,83.30999999999995,12.219552958739472,6.817761687461431,"PAPER-001 LONG entered mid-journey (~2653.7), local child thesis invalidated; parent rise later continued to ~2698. Key separation: trade failure != parent journey failure."
25-B,2025-01-13 21:00:00,2025-01-16 19:00:00,67.90000000000009,12.07072285543049,5.625180928535079,No V9 trade captured the main rise. Replay was dominated by nearby-memory/late-geometry reads.
25-C,2025-01-20 03:00:00,2025-01-24 17:00:00,96.61000000000013,11.280043114618485,8.564683575969442,No trade despite a ~97p (~8.6S start-scale) rise; several checkpoints treated nearby memories/price discovery as non-tradeable.
25-D,2025-01-27 19:00:00,2025-01-31 17:00:00,86.7800000000002,12.228274581748634,7.096667597693961,No long campaign. 2785 consumption/open-route was recognized only retrospectively; rise continued toward ~2817.
26-A,2026-01-02 20:00:00,2026-01-07 01:00:00,190.4400000000005,47.60589038578355,4.000345303002067,PAPER-001 SHORT traded a local downswing after the parent rise had already matured/peaked. It was not a parent-trend capture.
26-B,2026-01-08 14:00:00,2026-01-14 21:00:00,235.2400000000007,34.55353906617619,6.807985704430279,PAPER-002/P004 LONGs and PAPER-003 SHORT occurred late/inside the terminal upper business. Main 4408->4643 rise was largely uncaptured.
26-C,2026-01-19 01:00:00,2026-01-21 08:00:00,268.4399999999996,33.81246214609479,7.939084673578065,Entire ~268p rise was missed because no causal upper destination existed. Strong OPEN-ROUTE example.
26-D,2026-01-21 22:00:00,2026-01-29 01:00:00,825.5500000000002,40.13649534502456,20.568562175230824,Massive ~826p bull journey largely missed. Repeated price-discovery states were treated as NO TRADE. PAPER-007 SHORT came only after top-child damage.
26-E,2026-01-29 01:00:00,2026-01-30 20:00:00,912.9799999999996,63.2250285176032,14.440167468580997,PAPER-007 was not the parent reversal: its child short was restored and correctly resolved. Parent bearish journey became much clearer only after Jan29 17:00 multi-node collapse and failed higher repair.
