block,entry_ts,direction,entry,sl,sl_dist,atr180,sl_atr180,topology,d_same,d_opp,policy,status,exit_ts,exit_price,R,year,price_pnl,entry_spread_price,exit_spread_price,spread_cost,net_spread_0x,net_spread_1x,net_spread_2x,net_spread_3x,route_id,child_order,next_resolution,next_ts,continued_next,route_start_ts,route_start_ref,route_side,route_progress_price,route_progress_atr180,order_band,MFE,MAE,hold_h,MFE_ATR180,MAE_ATR180,fav_1h_S,adv_1h_S,ret_1h_S,fav_4h_S,adv_4h_S,ret_4h_S,fav_12h_S,adv_12h_S,ret_12h_S,fav_24h_S,adv_24h_S,ret_24h_S,route_progress_band
FULL_2022_202608,2023-03-10 16:40:00,UP,1858.27,1830.85,27.420000000000076,8.672048267088615,3.161882770424839,SAME_NEAREST,1.7999999999999543,30.559999999999945,MULTI_CHILD_ERA4,CHALLENGE_OPENS,2023-03-15 10:01:00,1895.39,1.3537563822027725,2023,37.12000000000012,0.12,0.12,0.12,37.12000000000012,37.00000000000012,36.880000000000116,36.76000000000012,106,4.0,PRIMARY_CONTINUES,2023-03-10 16:58:00,True,2023-03-09 15:59:00,1824.25,UP,34.01999999999998,3.922948645144153,4+,56.299999999999955,4.1099999999999,113.35,6.492122537378476,0.47393647652974974,0.9605573843048362,0.32172330158589213,0.8625413246819034,1.050501533135325,0.47393647652974974,0.7195531906437261,1.367612314268377,0.47393647652974974,1.0032231984936604,1.367612314268377,0.47393647652974974,1.0032231984936604,3-4
FULL_2022_202608,2023-03-10 16:58:00,UP,1860.07,1830.85,29.220000000000027,8.672048267088615,3.3694461908028317,SAME_NEAREST,10.539999999999964,32.3599999999999,MULTI_CHILD_ERA4,CHALLENGE_OPENS,2023-03-15 10:01:00,1895.39,1.2087611225188273,2023,35.320000000000164,0.12,0.12,0.12,35.320000000000164,35.200000000000166,35.08000000000016,34.960000000000164,106,5.0,PRIMARY_CONTINUES,2023-03-13 00:00:00,True,2023-03-09 15:59:00,1824.25,UP,35.819999999999936,4.1305120655221454,4+,54.5,5.9099999999998545,113.05,6.284559117000484,0.6814998969077422,0.8429381127573325,0.27675122717064776,0.3055794800009515,0.8429381127573325,0.6814998969077422,0.336713993057649,1.1600488938903846,0.6814998969077422,0.7956597781156681,1.1600488938903846,0.6814998969077422,0.7956597781156681,4-6
FULL_2022_202608,2023-03-13 14:26:00,UP,1894.27,1871.53,22.74000000000001,8.998029545854898,2.52721997456383,SAME_NEAREST,24.360000000000127,66.55999999999995,MULTI_CHILD_ERA4,CHALLENGE_OPENS,2023-03-15 10:01:00,1895.39,0.0492524186455636,2023,1.1200000000001182,0.12,0.12,0.12,1.1200000000001182,1.0000000000001181,0.8800000000001182,0.7600000000001182,106,8.0,CHALLENGE_OPENS,2023-03-15 10:01:00,False,2023-03-09 15:59:00,1824.25,UP,70.01999999999998,7.781703721150365,4+,20.299999999999955,1.740000000000009,43.583333333333336,2.2560494935640114,0.1933756708769167,0.9557648100812973,0.1933756708769167,0.6334720252864531,2.087123620154294,0.1933756708769167,1.1802584050073952,2.2560494935640114,0.1933756708769167,1.932645354338841,2.2560494935640114,0.1933756708769167,1.4869922277776741,>6
FULL_2022_202608,2023-03-20 09:09:00,UP,1998.36,1968.1,30.25999999999999,9.830283609254826,3.0782428262305057,SAME_NEAREST,10.7800000000002,90.86999999999988,MULTI_CHILD_ERA4,SL,2023-03-20 16:12:00,1968.1,-1.0,2023,-30.25999999999999,0.12,0.12,0.12,-30.25999999999999,-30.379999999999992,-30.49999999999999,-30.61999999999999,107,7.0,PRIMARY_CONTINUES,2023-03-20 09:31:00,True,2023-03-15 13:31:00,1914.57,UP,83.78999999999996,8.523660489420159,4+,11.400000000000091,32.6099999999999,7.05,1.1596816992408479,3.3173000186178623,1.1596816992408479,0.4638726796963299,0.21667737012132568,1.1596816992408479,2.490263859422411,-1.6672967588208067,1.1596816992408479,3.3173000186178623,-3.276609432679578,1.1596816992408479,3.3173000186178623,-3.276609432679578,>6
FULL_2022_202608,2023-03-15 13:31:00,UP,1914.57,1885.7,28.86999999999989,9.1820002310667,3.144195085327936,SAME_NEAREST,4.060000000000173,43.03999999999997,MULTI_CHILD_ERA4,CHALLENGE_OPENS,2023-03-21 10:06:00,1965.75,1.772774506408045,2023,51.180000000000064,0.12,0.12,0.12,51.180000000000064,51.060000000000066,50.94000000000006,50.820000000000064,107,1.0,PRIMARY_CONTINUES,2023-03-15 13:33:00,True,2023-03-15 13:31:00,1914.57,UP,0.0,0.0,1,95.19000000000005,7.079999999999927,140.58333333333334,10.36702217431131,0.7710738207177569,1.2230450574379255,0.15029404980090738,1.1054236271589524,1.7164016122192043,0.15029404980090738,1.157699818394057,2.4787627343977854,0.6098888977428549,0.6578087397083716,2.4787627343977854,0.7710738207177569,1.0335438642106773,<=0.5
FULL_2022_202608,2023-03-15 13:33:00,UP,1918.63,1885.7,32.930000000000064,9.1820002310667,3.586364536191532,SAME_NEAREST,41.12999999999988,47.100000000000136,MULTI_CHILD_ERA4,CHALLENGE_OPENS,2023-03-21 10:06:00,1965.75,1.4309140601275372,2023,47.11999999999989,0.12,0.12,0.12,47.11999999999989,46.99999999999989,46.87999999999989,46.75999999999989,107,2.0,PRIMARY_CONTINUES,2023-03-17 08:56:00,True,2023-03-15 13:31:00,1914.57,UP,4.060000000000173,0.4421694508635958,2,91.12999999999988,11.1400000000001,140.55,9.924852723447714,1.2132432715813528,0.7808756065743298,0.4182095298808374,0.35613155278913516,1.2742321613556085,0.4182095298808374,0.6327597314082163,2.0365932835341893,1.0520583486064508,0.2406882971449312,2.0365932835341893,1.2132432715813528,0.8015682656048971,<=0.5
FULL_2022_202608,2023-03-17 08:56:00,UP,1933.45,1918.23,15.220000000000027,9.51231094141057,1.60003180023708,SAME_NEAREST,3.8799999999998818,25.96000000000004,MULTI_CHILD_ERA4,CHALLENGE_OPENS,2023-03-21 10:06:00,1965.75,2.1222076215505847,2023,32.299999999999955,0.12,0.12,0.12,32.299999999999955,32.17999999999996,32.05999999999995,31.939999999999955,107,3.0,PRIMARY_CONTINUES,2023-03-17 14:08:00,True,2023-03-15 13:31:00,1914.57,UP,18.88000000000011,1.9847963461548088,3,76.30999999999995,6.110000000000127,97.16666666666667,8.022235655459347,0.6423255124473551,0.0956655018538441,0.4709686245113098,-0.3111756983378322,0.0956655018538441,0.6423255124473551,-0.22917669674881275,5.7073407644461795,0.6423255124473551,5.396165066108347,5.7073407644461795,0.6423255124473551,5.410882835624337,1-2
FULL_2022_202608,2023-03-17 14:08:00,UP,1937.33,1927.34,9.990000000000007,9.498464769513845,1.0517489133679572,SAME_NEAREST,22.430000000000064,29.83999999999992,MULTI_CHILD_ERA4,CHALLENGE_OPENS,2023-03-21 10:06:00,1965.75,2.8448448448448493,2023,28.420000000000073,0.12,0.12,0.12,28.420000000000073,28.30000000000007,28.180000000000074,28.060000000000073,107,4.0,PRIMARY_CONTINUES,2023-03-17 16:41:00,True,2023-03-15 13:31:00,1914.57,UP,22.75999999999999,2.396176703528996,4+,72.43000000000006,1.2799999999999727,91.96666666666667,7.625442822346459,0.13475861953062615,1.1401842574349477,0.13475861953062615,1.0717521459545405,2.9057327336292023,0.13475861953062615,2.23299243769113,5.307173445733609,0.13475861953062615,5.010283362080199,5.307173445733609,0.13475861953062615,5.010283362080199,2-3
FULL_2022_202608,2023-03-17 16:41:00,UP,1959.76,1927.34,32.42000000000007,9.572917743016546,3.386637268835878,SAME_NEAREST,22.180000000000064,52.26999999999998,MULTI_CHILD_ERA4,CHALLENGE_OPENS,2023-03-21 10:06:00,1965.75,0.1847624922887105,2023,5.990000000000009,0.12,0.12,0.12,5.990000000000009,5.870000000000009,5.750000000000009,5.630000000000009,107,5.0,PRIMARY_CONTINUES,2023-03-17 20:43:00,True,2023-03-15 13:31:00,1914.57,UP,45.190000000000055,4.720608827226809,4+,50.0,4.4500000000000455,89.41666666666667,5.223067965508745,0.46485304893028306,0.5400652276336119,0.4168008236475988,0.22354730892378474,2.1654839784999274,0.46485304893028306,2.1466809338240895,2.9228288334986954,0.46485304893028306,2.628247800244009,2.9228288334986954,0.46485304893028306,2.628247800244009,4-6
FULL_2022_202608,2023-03-22 09:27:00,DOWN,1935.37,1946.24,10.870000000000118,10.03509788783798,1.0831982030961549,SAME_NEAREST,27.87999999999988,49.81000000000017,MULTI_CHILD_ERA4,SL,2023-03-22 16:47:00,1946.24,-1.0,2023,-10.870000000000118,0.12,0.12,0.12,-10.870000000000118,-10.990000000000117,-11.110000000000118,-11.230000000000118,108,1.0,CHALLENGE_OPENS,2023-03-23 17:24:00,False,2023-03-22 09:27:00,1935.37,DOWN,0.0,0.0,1,1.199999999999818,13.730000000000018,7.333333333333333,0.11958029840985968,1.3681979143063536,0.11958029840985968,0.9586353922525321,-0.8719396759053589,0.11958029840985968,1.0273940638382173,-0.6875867158568064,0.11958029840985968,1.3681979143063536,-1.360225894412369,0.11958029840985968,1.3681979143063536,-1.360225894412369,<=0.5
FULL_2022_202608,2023-03-27 09:23:00,DOWN,1966.63,1978.73,12.099999999999907,10.290193066439882,1.1758768685752337,SAME_NEAREST,32.46000000000004,36.27999999999997,MULTI_CHILD_ERA4,CHALLENGE_OPENS,2023-03-30 15:26:00,1971.77,-0.4247933884297447,2023,-5.139999999999873,0.12,0.12,0.12,-5.139999999999873,-5.259999999999873,-5.379999999999873,-5.499999999999873,109,1.0,PRIMARY_CONTINUES,2023-03-30 04:09:00,True,2023-03-27 09:23:00,1966.63,DOWN,0.0,0.0,1,22.660000000000082,8.629999999999882,78.05,2.2020966811500076,0.8386625930416697,0.0009717990649594292,0.4538301633261323,-0.08649011677948894,1.4227138310695593,0.5821076398979708,1.2011436442636485,2.2020966811500076,0.5821076398979708,1.2380720087312893,2.2020966811500076,0.5821076398979708,1.0301070088345232,<=0.5
