id,tf,side,price,source,known_at
H1_SSL_20220203_0300,H1,DOWN,1805.88,2022-02-03 03:00:00,2022-02-03 06:00:00
H1_BSL_20220203_0400,H1,UP,1808.9,2022-02-03 04:00:00,2022-02-03 07:00:00
H1_BSL_20220203_1100,H1,UP,1806.05,2022-02-03 11:00:00,2022-02-03 14:00:00
H1_SSL_20220203_1600,H1,DOWN,1788.58,2022-02-03 16:00:00,2022-02-03 19:00:00
H1_BSL_20220203_1800,H1,UP,1807.57,2022-02-03 18:00:00,2022-02-03 21:00:00
H4_BSL_20220203_1600,H4,UP,1807.57,2022-02-03 16:00:00,2022-02-04 04:00:00
H4_SSL_20220203_1600,H4,DOWN,1788.58,2022-02-03 16:00:00,2022-02-04 04:00:00
H1_SSL_20220204_0500,H1,DOWN,1805.74,2022-02-04 05:00:00,2022-02-04 08:00:00
H1_BSL_20220204_0600,H1,UP,1807.86,2022-02-04 06:00:00,2022-02-04 09:00:00
H1_SSL_20220204_0800,H1,DOWN,1805.72,2022-02-04 08:00:00,2022-02-04 11:00:00
H1_BSL_20220204_1200,H1,UP,1814.37,2022-02-04 12:00:00,2022-02-04 15:00:00
H1_BSL_20220204_1500,H1,UP,1814.82,2022-02-04 15:00:00,2022-02-04 18:00:00
H1_SSL_20220204_1600,H1,DOWN,1792.13,2022-02-04 16:00:00,2022-02-04 19:00:00
H4_BSL_20220204_1200,H4,UP,1814.82,2022-02-04 12:00:00,2022-02-05 00:00:00
H4_SSL_20220204_1600,H4,DOWN,1792.13,2022-02-04 16:00:00,2022-02-07 04:00:00
H1_BSL_20220207_0300,H1,UP,1815.27,2022-02-07 03:00:00,2022-02-07 06:00:00
H1_SSL_20220207_0800,H1,DOWN,1808.66,2022-02-07 08:00:00,2022-02-07 11:00:00
H4_BSL_20220207_0000,H4,UP,1815.27,2022-02-07 00:00:00,2022-02-07 12:00:00
H1_BSL_20220207_1000,H1,UP,1814.08,2022-02-07 10:00:00,2022-02-07 13:00:00
H1_BSL_20220207_1500,H1,UP,1817.13,2022-02-07 15:00:00,2022-02-07 18:00:00
H1_BSL_20220207_2100,H1,UP,1823.5,2022-02-07 21:00:00,2022-02-08 00:00:00
H1_BSL_20220208_0400,H1,UP,1823.18,2022-02-08 04:00:00,2022-02-08 07:00:00
H4_BSL_20220207_2000,H4,UP,1823.5,2022-02-07 20:00:00,2022-02-08 08:00:00
H1_SSL_20220208_0900,H1,DOWN,1815.38,2022-02-08 09:00:00,2022-02-08 12:00:00
H1_BSL_20220208_1200,H1,UP,1820.96,2022-02-08 12:00:00,2022-02-08 15:00:00
H1_SSL_20220208_1400,H1,DOWN,1817.18,2022-02-08 14:00:00,2022-02-08 17:00:00
H1_BSL_20220208_1700,H1,UP,1828.33,2022-02-08 17:00:00,2022-02-08 20:00:00
H4_SSL_20220208_0800,H4,DOWN,1815.38,2022-02-08 08:00:00,2022-02-08 20:00:00
H1_BSL_20220208_2100,H1,UP,1828.71,2022-02-08 21:00:00,2022-02-09 00:00:00
H1_SSL_20220209_0200,H1,DOWN,1824.93,2022-02-09 02:00:00,2022-02-09 05:00:00
H1_BSL_20220209_0700,H1,UP,1829.05,2022-02-09 07:00:00,2022-02-09 10:00:00
H1_SSL_20220209_0900,H1,DOWN,1825.68,2022-02-09 09:00:00,2022-02-09 12:00:00
H1_SSL_20220209_1300,H1,DOWN,1825.61,2022-02-09 13:00:00,2022-02-09 16:00:00
H1_BSL_20220209_1500,H1,UP,1832.5,2022-02-09 15:00:00,2022-02-09 18:00:00
H1_SSL_20220209_1600,H1,DOWN,1824.63,2022-02-09 16:00:00,2022-02-09 19:00:00
H1_BSL_20220209_1900,H1,UP,1835.78,2022-02-09 19:00:00,2022-02-09 22:00:00
H1_SSL_20220209_2200,H1,DOWN,1831.05,2022-02-09 22:00:00,2022-02-10 02:00:00
H4_BSL_20220209_1600,H4,UP,1835.78,2022-02-09 16:00:00,2022-02-10 04:00:00
H4_SSL_20220209_1600,H4,DOWN,1824.63,2022-02-09 16:00:00,2022-02-10 04:00:00
H1_SSL_20220210_0200,H1,DOWN,1831.39,2022-02-10 02:00:00,2022-02-10 05:00:00
H1_BSL_20220210_0400,H1,UP,1834.71,2022-02-10 04:00:00,2022-02-10 07:00:00
H1_SSL_20220210_0700,H1,DOWN,1833.38,2022-02-10 07:00:00,2022-02-10 10:00:00
H1_BSL_20220210_0900,H1,UP,1836.0,2022-02-10 09:00:00,2022-02-10 12:00:00
H1_SSL_20220210_1000,H1,DOWN,1830.13,2022-02-10 10:00:00,2022-02-10 13:00:00
H1_SSL_20220210_1500,H1,DOWN,1821.57,2022-02-10 15:00:00,2022-02-10 18:00:00
H1_BSL_20220210_1800,H1,UP,1841.87,2022-02-10 18:00:00,2022-02-10 21:00:00
H4_SSL_20220210_1200,H4,DOWN,1821.57,2022-02-10 12:00:00,2022-02-11 00:00:00
H4_BSL_20220210_1600,H4,UP,1841.87,2022-02-10 16:00:00,2022-02-11 04:00:00
H1_SSL_20220211_0300,H1,DOWN,1823.7,2022-02-11 03:00:00,2022-02-11 06:00:00
H1_SSL_20220211_0900,H1,DOWN,1820.88,2022-02-11 09:00:00,2022-02-11 12:00:00
H1_SSL_20220211_1200,H1,DOWN,1825.1,2022-02-11 12:00:00,2022-02-11 15:00:00
H1_SSL_20220211_1500,H1,DOWN,1824.88,2022-02-11 15:00:00,2022-02-11 18:00:00
H4_SSL_20220211_0800,H4,DOWN,1820.88,2022-02-11 08:00:00,2022-02-11 20:00:00
H1_BSL_20220211_2200,H1,UP,1865.28,2022-02-11 22:00:00,2022-02-14 02:00:00
H1_SSL_20220214_0100,H1,DOWN,1855.36,2022-02-14 01:00:00,2022-02-14 04:00:00
H4_BSL_20220211_2000,H4,UP,1865.28,2022-02-11 20:00:00,2022-02-14 08:00:00
H1_SSL_20220214_0600,H1,DOWN,1851.4,2022-02-14 06:00:00,2022-02-14 09:00:00
H1_SSL_20220214_0900,H1,DOWN,1850.76,2022-02-14 09:00:00,2022-02-14 12:00:00
H1_BSL_20220214_1000,H1,UP,1858.39,2022-02-14 10:00:00,2022-02-14 13:00:00
H1_SSL_20220214_1400,H1,DOWN,1851.24,2022-02-14 14:00:00,2022-02-14 17:00:00
H1_BSL_20220214_1700,H1,UP,1870.92,2022-02-14 17:00:00,2022-02-14 20:00:00
H4_SSL_20220214_0800,H4,DOWN,1850.76,2022-02-14 08:00:00,2022-02-14 20:00:00
H1_BSL_20220214_2100,H1,UP,1874.06,2022-02-14 21:00:00,2022-02-15 00:00:00
H1_SSL_20220215_0300,H1,DOWN,1870.09,2022-02-15 03:00:00,2022-02-15 06:00:00
H1_BSL_20220215_0800,H1,UP,1879.45,2022-02-15 08:00:00,2022-02-15 11:00:00
H1_SSL_20220215_1500,H1,DOWN,1844.38,2022-02-15 15:00:00,2022-02-15 18:00:00
H1_BSL_20220215_1600,H1,UP,1857.05,2022-02-15 16:00:00,2022-02-15 19:00:00
H4_BSL_20220215_0800,H4,UP,1879.45,2022-02-15 08:00:00,2022-02-15 20:00:00
H1_SSL_20220215_1800,H1,DOWN,1846.41,2022-02-15 18:00:00,2022-02-15 21:00:00
H1_BSL_20220215_2000,H1,UP,1856.43,2022-02-15 20:00:00,2022-02-15 23:00:00
H4_SSL_20220215_1200,H4,DOWN,1844.38,2022-02-15 12:00:00,2022-02-16 00:00:00
H1_SSL_20220215_2300,H1,DOWN,1851.37,2022-02-15 23:00:00,2022-02-16 03:00:00
H1_SSL_20220216_0300,H1,DOWN,1850.23,2022-02-16 03:00:00,2022-02-16 06:00:00
H1_BSL_20220216_1200,H1,UP,1859.54,2022-02-16 12:00:00,2022-02-16 15:00:00
H1_SSL_20220216_1400,H1,DOWN,1851.37,2022-02-16 14:00:00,2022-02-16 17:00:00
H1_BSL_20220216_2200,H1,UP,1872.44,2022-02-16 22:00:00,2022-02-17 02:00:00
H1_SSL_20220217_0500,H1,DOWN,1867.71,2022-02-17 05:00:00,2022-02-17 08:00:00
H1_BSL_20220217_1100,H1,UP,1893.23,2022-02-17 11:00:00,2022-02-17 14:00:00
H1_SSL_20220217_1400,H1,DOWN,1882.74,2022-02-17 14:00:00,2022-02-17 17:00:00
H1_BSL_20220217_1500,H1,UP,1897.69,2022-02-17 15:00:00,2022-02-17 18:00:00
