horizon_min,mult,year,N,median_target,up_hit,down_hit,either_hit,both_hit,both_given_either
60,0.5,2022,70324,4.670207587806443,0.11230874239235539,0.11660315112905978,0.22198680393606735,0.0069250895853478186,0.031195951572609057
60,0.5,2023,70681,4.2854550322724565,0.11517946831538886,0.1200181095343869,0.2257325165178761,0.009465061331899663,0.04193042933249765
60,0.5,2024,71068,6.053160106176546,0.11628299656666855,0.11912534474024877,0.22795069510890978,0.007457646198007542,0.03271604938271605
60,0.5,2025,70684,10.136240922899963,0.11259973968649199,0.12072038933846416,0.22955690113745686,0.0037632278874992924,0.01639344262295082
60,0.5,2026,46632,20.186814901366834,0.10134671470235032,0.11489963973237262,0.2119788986103963,0.004267455824326642,0.02013151239251391
60,0.75,2022,70324,7.005311381709665,0.04529037028610432,0.04604402479949946,0.08994084523064672,0.001393549854957056,0.01549407114624506
60,0.75,2023,70681,6.428182548408685,0.04898063128705027,0.05274401890182651,0.09980051216026938,0.001924138028607405,0.01927984122483697
60,0.75,2024,71068,9.07974015926482,0.043409129284628804,0.052259807508301906,0.09382563178927225,0.001843305003658468,0.01964607078584283
60,0.75,2025,70684,15.204361384349944,0.03597702450342369,0.04861071812574274,0.083795484126535,0.0007922585026314301,0.009454668242444708
60,0.75,2026,46632,30.280222352050252,0.03549065019728941,0.04544089895350832,0.08024532509864471,0.0006862240521530279,0.0085515766969535
60,1.0,2022,70324,9.340415175612886,0.021656902337750982,0.02128718502929299,0.0422899721290029,0.000654115238041067,0.01546738399462004
60,1.0,2023,70681,8.570910064544913,0.02433468683238777,0.024660092528402257,0.048329819895021296,0.0006649594657687356,0.013758782201405152
60,1.0,2024,71068,12.106320212353092,0.018911465075702145,0.025609275623346653,0.043873473293183994,0.0006472674058648055,0.014753046824887749
60,1.0,2025,70684,20.272481845799927,0.012661988568841605,0.023597985399807595,0.03597702450342369,0.00028294946522551073,0.007864726700747149
60,1.0,2026,46632,40.37362980273367,0.015525819179962258,0.02230228169497341,0.03769943386515697,0.00012866700977869275,0.0034129692832764505
120,0.5,2022,70324,4.670207587806443,0.21706671975428019,0.22757522325237473,0.4200415220977191,0.024600420908935782,0.058566640712278684
120,0.5,2023,70681,4.2854550322724565,0.21447064982102687,0.2193092910400249,0.40549794145527085,0.028281999405780904,0.06974634520777363
120,0.5,2024,71068,6.053160106176546,0.23044126751843305,0.21649687623121516,0.4211178026678674,0.02582034108178083,0.06131381983426891
120,0.5,2025,70684,10.136240922899963,0.23569690453285044,0.2284958406428612,0.4473431045215325,0.016849640654179165,0.03766603415559772
120,0.5,2026,46620,20.175591456336814,0.2063921063921064,0.22308022308022307,0.41445731445731443,0.015015015015015015,0.03622813373356795
120,0.75,2022,70324,7.005311381709665,0.10546897218588248,0.10972072123314942,0.2094306353449747,0.0057590580740572205,0.02749864204236828
120,0.75,2023,70681,6.428182548408685,0.10588418386836632,0.11169904217540781,0.21062237376381207,0.006960852279962083,0.03304896889903943
120,0.75,2024,71068,9.07974015926482,0.10620813868407722,0.11470704114369336,0.21386559351606912,0.007049586311701469,0.03296269491413909
120,0.75,2025,70684,15.204361384349944,0.09876351083696452,0.10945900062248883,0.2048271178767472,0.0033953935827061286,0.016576875259013676
120,0.75,2026,46620,30.26338718450522,0.08886743886743886,0.10396825396825397,0.18963963963963965,0.003196053196053196,0.01685329713833277
120,1.0,2022,70324,9.340415175612886,0.05468972185882487,0.054590182583470793,0.10713270007394346,0.0021472043683521983,0.02004247411733475
120,1.0,2023,70681,8.570910064544913,0.05720066212985102,0.061346047735600796,0.11622642577213113,0.002320284093320694,0.019963481436396834
120,1.0,2024,71068,12.106320212353092,0.05088084651319863,0.06196881859627399,0.11034502166938706,0.0025046434400855517,0.022698291252231575
120,1.0,2025,70684,20.272481845799927,0.04316394092015166,0.05866957161450965,0.10061682983419161,0.001216682700469696,0.012092238470191226
120,1.0,2026,46620,40.35118291267363,0.043093093093093095,0.05624195624195624,0.09867009867009867,0.0006649506649506649,0.006739130434782609
240,0.5,2022,70324,4.670207587806443,0.356535464421819,0.37318696319890793,0.6553239292417952,0.0743984983789318,0.11352934794401649
240,0.5,2023,70681,4.2854550322724565,0.350178973132808,0.35324910513433594,0.6267455185976429,0.076682559669501,0.12235039165669653
240,0.5,2024,71068,6.053160106176546,0.3840265661057016,0.34479653289806944,0.6506163111386278,0.07820678786514325,0.12020416107963147
240,0.5,2025,70684,10.136240922899963,0.3934129364495501,0.3604068813309943,0.6938345311527361,0.059985286627808276,0.08645474379626042
240,0.5,2026,46596,20.175591456336814,0.3421967550862735,0.3720491029272899,0.6654004635591038,0.04884539445445961,0.07340751491694888
240,0.75,2022,70324,7.005311381709665,0.2065439963597065,0.21796257323246687,0.40459871452135826,0.019907855070815085,0.04920395037430148
240,0.75,2023,70681,6.428182548408685,0.20462359049815368,0.21123074093462174,0.3908546851346189,0.024999646298156507,0.0639614855570839
240,0.75,2024,71068,9.07974015926482,0.22146395001969943,0.21393594866888052,0.4125907581471267,0.022809140541453256,0.05528272287019985
240,0.75,2025,70684,15.204361384349944,0.21985173448022183,0.214673759266595,0.42097221436251486,0.013553279384301963,0.032195187525205
240,0.75,2026,46596,30.26338718450522,0.18359945059661772,0.20789338140612929,0.38378830800927116,0.007704523993475835,0.020074931499189173
240,1.0,2022,70324,9.340415175612886,0.12571810477219725,0.12826346624196575,0.24697116204994027,0.007010408964222741,0.028385536619069552
240,1.0,2023,70681,8.570910064544913,0.12081040166381347,0.13136486467367467,0.24269605693184873,0.009479209405639422,0.03905794566864871
240,1.0,2024,71068,12.106320212353092,0.12779309956661225,0.12918613159227782,0.24870546518827039,0.008273765970619688,0.03326732673267327
240,1.0,2025,70684,20.272481845799927,0.1197725086299587,0.13005772169090601,0.24510497425159866,0.004725256069266029,0.01927849927849928
240,1.0,2026,46596,40.35118291267363,0.09906429736458065,0.12131942656021977,0.21903167653875869,0.0013520473860417204,0.006172839506172839
