year,policy,rows,entries,units,pnl,gross_profit,gross_loss,pf,R,pf_R,dd_pnl,dd_R,oracle_recall,oracle_precision,weighted_position_hours,max_single_units,max_committed_units,top1_winner_share,top5_winner_share,top10_winner_share,l6_positive_child_retention,ambiguous_selected
POOLED_2024_2026,MIN_LOGLOSS,3962,1553,3037.0,12908.060160697994,42027.38000000002,-29119.31983930203,1.4432816505307284,554.4958641083194,1.4824941041651332,1165.380000000001,45.406940160939016,0.7007963594994312,0.3966516419832582,59422.45,3.0,7.0,0.0256497074050297,0.0988493691493497,0.1684399550959398,0.4331320497934071,7
POOLED_2024_2026,MAX_AVERAGE_PRECISION,3962,1541,3017.0,12965.720160697996,41946.38000000002,-28980.659839302032,1.4473921654162811,554.191136682662,1.487864767386211,1165.380000000001,45.57175238719935,0.6962457337883959,0.3971447112264763,59135.16666666667,3.0,7.0,0.0256992379318548,0.0990402509108056,0.1687652188341401,0.4327755545586149,7
POOLED_2024_2026,MAX_TAIL_STOP_PRECISION,3962,1535,3013.0,12934.660160697997,41917.14000000003,-28982.479839302025,1.4462923887954475,548.4122496786474,1.4822799221270526,1165.380000000001,45.74594593558645,0.6916951080773607,0.3960912052117263,58999.9,3.0,7.0,0.0257171648638241,0.0991093380893829,0.1688829438267973,0.4325321576137767,7
POOLED_2024_2026,MAX_TAIL_GAIN_R,3962,1535,3013.0,12934.660160697997,41917.14000000003,-28982.479839302025,1.4462923887954475,548.4122496786474,1.4822799221270526,1165.380000000001,45.74594593558645,0.6916951080773607,0.3960912052117263,58999.9,3.0,7.0,0.0257171648638241,0.0991093380893829,0.1688829438267973,0.4325321576137767,7
