barrier_atr,year,horizon,N,base_rate,auc,brier,mean_pred
2.0,2024,15,14294,0.21757380719182873,0.7266503537437498,0.14948337826639793,0.2122914090469499
2.0,2024,30,14294,0.4373163565132223,0.7176738579964717,0.2116611113567799,0.425405394631441
2.0,2024,60,14294,0.6788162865537988,0.7403819377574515,0.18459198909167557,0.6729749252792376
2.0,2025,15,13958,0.22610689210488608,0.6955897478498209,0.15942267396497722,0.2114122684195982
2.0,2025,30,13958,0.43795672732483165,0.6783887935072805,0.22316715573348214,0.41739824842884
2.0,2025,60,13958,0.6949419687634332,0.703020705718284,0.19089858213286165,0.6605780635547998
2.0,2026,15,9352,0.21834901625320788,0.6905811072806226,0.1565939260947245,0.2338413161173464
2.0,2026,30,9352,0.4345594525235244,0.6850136376969993,0.22114245577936173,0.4323905538642188
2.0,2026,60,9352,0.6821000855431993,0.7044903319930057,0.19407341954122498,0.6850691473868371
