year,horizon,N,any_monotonic_violation_rate,max_violation,mean_positive_violation
2024,15,71068,0.0012241796589182192,0.07929912750511403,0.013227925149663597
2024,30,71068,0.0018573760342207462,0.30159565817765543,0.031006341917011196
2024,60,71068,0.008850678223673102,0.3196715094285251,0.021985238136549914
2025,15,70684,0.00039612925131571504,0.198686739886243,0.01651341779360334
2025,30,70684,0.0004951615641446438,0.136282704022028,0.031067397082648916
2025,60,70684,0.0023060381415879122,0.23089423828866057,0.03176525257522079
2026,15,46645,0.0007932254260906849,0.3199461936793486,0.03063618107342116
2026,30,46645,0.0018437131525351055,0.3813541381481653,0.03647437016618312
2026,60,46645,0.00887554936220388,0.29620644217525327,0.029670537609561103
