k,year,N_trigger,N_valid60,median_p15,median_atr,hit15,hit30,hit60
1.25,2024,1958,1949,0.7910446940492322,1.2985902638167404,0.8137506413545408,0.9517701385325809,0.9948691636736788
1.25,2025,2230,2208,0.7943570165138829,2.7195353717812267,0.7903079710144928,0.9442934782608695,0.9927536231884058
1.25,2026,1690,1672,0.7979157916854905,5.006590916265841,0.770933014354067,0.937799043062201,0.9886363636363636
1.5,2024,809,806,0.8048725386673615,1.3010040494931567,0.8163771712158809,0.9392059553349876,0.988833746898263
1.5,2025,834,826,0.7965918281209032,2.8768823759413245,0.7784503631961259,0.9176755447941889,0.9818401937046005
1.5,2026,551,546,0.8033305355423621,4.801635861672586,0.8003663003663004,0.9377289377289377,0.978021978021978
2.0,2024,180,178,0.8330140245802935,1.3637252438879541,0.8089887640449438,0.9101123595505618,0.9775280898876404
2.0,2025,151,146,0.817483556962257,2.7984518471587605,0.7328767123287672,0.8835616438356164,0.9726027397260274
2.0,2026,131,129,0.8278075650377835,4.809386746383518,0.751937984496124,0.875968992248062,0.9844961240310077
