trigger,year,N,valid60,fixed10_hit15,1ATR_hit15,1.25ATR_hit15,1.5ATR_hit15,2ATR_hit15,fixed10_hit30,1ATR_hit30,1.25ATR_hit30,1.5ATR_hit30,2ATR_hit30,fixed10_hit60,1ATR_hit60,1.25ATR_hit60,1.5ATR_hit60,2ATR_hit60
fixed10_P15_fresh75,2025,342,336,0.5267857142857143,0.7708333333333334,0.6130952380952381,0.47023809523809523,0.29464285714285715,0.7113095238095238,0.9017857142857143,0.7797619047619048,0.6369047619047619,0.4642857142857143,0.9077380952380952,0.9702380952380952,0.9345238095238095,0.8601190476190477,0.7142857142857143
fixed10_P15_fresh75,2026,603,592,0.7702702702702703,0.785472972972973,0.6266891891891891,0.5168918918918919,0.3260135135135135,0.9206081081081081,0.9273648648648649,0.8327702702702703,0.7347972972972973,0.5320945945945946,0.9831081081081081,0.9915540540540541,0.9543918918918919,0.8952702702702703,0.7483108108108109
