barrier_atr,year,horizon,N,base_rate,auc,brier,mean_pred
0.75,2024,15,14294,0.8496571988246817,0.7565703005850088,0.11370575651220968,0.8456714593743325
0.75,2024,30,14294,0.9565551979851686,0.8097131375315292,0.038832211456448565,0.9492852877683389
0.75,2024,60,14294,0.989016370505107,0.9161936266084074,0.009979678250482698,0.9838840200520966
0.75,2025,15,13958,0.8562831351196446,0.7211175209311823,0.11474912584972034,0.8474223393155954
0.75,2025,30,13958,0.9596647084109471,0.7594599665711271,0.03753472300195467,0.9558243815806976
0.75,2025,60,13958,0.9881071786788939,0.8554120775445169,0.01124784367271374,0.9887518694529982
0.75,2026,15,9352,0.8545765611633875,0.7129701392569039,0.1156484987810712,0.8555776845675679
0.75,2026,30,9352,0.9628956372968349,0.7751358115168167,0.03372692020881631,0.9584325561114372
0.75,2026,60,9352,0.9886655260906758,0.8784175921051021,0.010151643339760139,0.988310289959927
