variant,year,N,WR,avg_win_R,avg_loss_R,EV_R,PF,time_stop_rate,ambig_n,median_hold,family,sl_mult,rr
atrSL2.00_RR1.00,2025,342,0.5350877192982456,0.9921561584350314,-0.9875574503426864,0.07176298944188178,1.1563029352671268,0.017543859649122806,0,32.0,atr,2.0,1.0
atrSL2.00_RR1.00,2026,603,0.5522388059701493,0.9918017642303102,-1.0,0.09995022800778323,1.2232221758840491,0.009950248756218905,0,26.0,atr,2.0,1.0
atrSL2.00_RR1.10,2025,342,0.5116959064327485,1.0906547256777752,-0.9881535006256714,0.0755641590325251,1.156603359620466,0.017543859649122806,0,35.5,atr,2.0,1.1
atrSL2.00_RR1.10,2026,603,0.5339966832504146,1.0850579034582577,-1.0,0.11341400483177289,1.2433759605464734,0.013266998341625208,0,29.0,atr,2.0,1.1
atrSL2.00_RR1.20,2025,342,0.5058479532163743,1.1818376111136422,-0.9848493552245213,0.1111648119582339,1.2284214763737595,0.02631578947368421,0,40.5,atr,2.0,1.2000000000000002
atrSL2.00_RR1.20,2026,603,0.5107794361525705,1.1787326667007063,-1.0,0.11285184302457302,1.2306768181146357,0.014925373134328358,0,33.0,atr,2.0,1.2000000000000002
atrSL2.00_RR1.30,2025,342,0.4853801169590643,1.2702408423647304,-0.9854519376871824,0.109416487718132,1.2157549459410373,0.03216374269005848,0,44.0,atr,2.0,1.3000000000000003
atrSL2.00_RR1.30,2026,603,0.4892205638474295,1.265304254974427,-0.9973427772705246,0.10959067963206365,1.2151274201007316,0.02155887230514096,0,36.0,atr,2.0,1.3000000000000003
atrSL2.00_RR1.40,2025,342,0.4678362573099415,1.3611828440216371,-0.9859315441370555,0.11213366669742056,1.2137194165218972,0.03508771929824561,0,49.0,atr,2.0,1.4000000000000004
atrSL2.00_RR1.40,2026,603,0.46434494195688225,1.3515060565177062,-0.9974661777068778,0.09326719805246458,1.1745603247359209,0.024875621890547265,0,40.0,atr,2.0,1.4000000000000004
atrSL2.00_RR1.50,2025,342,0.4502923976608187,1.4471531171727563,-0.9819378084384478,0.11186336859115889,1.2072393243444186,0.043859649122807015,0,55.0,atr,2.0,1.5000000000000004
atrSL2.00_RR1.50,2026,603,0.4461028192371476,1.4348404066332932,-0.9958703395409841,0.0884765770773916,1.1603970439458964,0.03150912106135987,0,42.0,atr,2.0,1.5000000000000004
atrSL2.00_RR1.60,2025,342,0.4415204678362573,1.5266654956732255,-0.9822215077823465,0.1255034557316634,1.2287910246886973,0.049707602339181284,0,58.5,atr,2.0,1.6000000000000005
atrSL2.00_RR1.60,2026,603,0.43449419568822556,1.5236590410406972,-0.9939835670520868,0.0999175329815937,1.1777564757175079,0.03482587064676617,0,46.0,atr,2.0,1.6000000000000005
atrSL2.00_RR1.70,2025,342,0.41812865497076024,1.604801762293533,-0.9786918861507231,0.10154083819877567,1.178306750715092,0.06140350877192982,0,66.0,atr,2.0,1.7000000000000006
atrSL2.00_RR1.70,2026,603,0.41459369817578773,1.6033991159086574,-0.9922764386431219,0.08387428878298898,1.1443905524531013,0.04145936981757877,0,50.0,atr,2.0,1.7000000000000006
atrSL2.00_RR1.80,2025,342,0.41228070175438597,1.6890723854499223,-0.9789039071840493,0.12105123100714951,1.2104065217021798,0.06432748538011696,0,69.0,atr,2.0,1.8000000000000007
atrSL2.00_RR1.80,2026,603,0.3963515754560531,1.658706166628387,-0.9925098429698407,0.058303799308727235,1.097314591082718,0.04975124378109453,0,53.0,atr,2.0,1.8000000000000007
atrSL2.00_RR1.90,2025,342,0.40058479532163743,1.774884717871818,-0.9764915910100862,0.12566792453617368,1.214698089479128,0.06725146198830409,0,75.5,atr,2.0,1.9000000000000008
atrSL2.00_RR1.90,2026,603,0.3814262023217247,1.7302685210160196,-0.9902647311925191,0.04741793548735449,1.0774104888582363,0.05472636815920398,0,58.0,atr,2.0,1.9000000000000008
atrSL2.00_RR2.00,2025,342,0.3888888888888889,1.8518611448631257,-0.9690249616721043,0.1279863019804852,1.2161266621575308,0.07602339181286549,0,81.5,atr,2.0,2.000000000000001
atrSL2.00_RR2.00,2026,603,0.36318407960199006,1.8034438292102843,-0.9881237893699986,0.025729126830800954,1.0408883683513497,0.05804311774461028,0,60.0,atr,2.0,2.000000000000001
