entry_ts,arrival_side,entry,resolution,eligible,direction,route_id,atr180,atr14,tr,structural_sl,sl_dist,sl_atr180,entry_authorized,entry_reject_reason,next_ts,next_ref,accepted_rank,role,challenge_ts,challenge_ref,base_status,base_exit_ts,base_exit_price,base_pnl,hybrid_status,hybrid_exit_ts,hybrid_exit_price,hybrid_pnl,pnl,changed,year_eval,method,selected_q
2024-01-25 15:30:00,DOWN,2011.13,PRIMARY_CONTINUES,True,DOWN,171,8.848659378566811,7.788007941526584,5.690000000000055,2019.78,8.649999999999864,0.977549211686446,True,,2024-01-26 15:30:00,2025.31,3,CONTINUATION_CHILD,2024-01-26 15:30:00,2025.31,SL,2024-01-25 15:33:00,2019.78,-8.649999999999864,SL,2024-01-25 15:33:00,2019.78,-8.649999999999864,-8.649999999999864,False,2024,MECH_D1,0.95
2024-01-29 01:28:00,UP,2026.7,CHALLENGER_EARNED,True,UP,172,8.794366928979883,7.588111893623755,3.200000000000045,2015.9,10.799999999999956,1.2280588343898813,True,,2024-01-29 15:48:00,2036.58,1,ANCHOR_CHILD,2024-02-01 13:09:00,2030.77,CHALLENGE_OPENS,2024-02-01 13:09:00,2030.77,4.069999999999936,CHALLENGE_OPENS,2024-02-01 13:09:00,2030.77,4.069999999999936,4.069999999999936,False,2024,MECH_D1,0.95
2024-01-29 15:48:00,UP,2036.58,PRIMARY_CONTINUES,True,UP,172,8.787188903993238,7.737602707832134,8.950000000000045,2015.9,20.67999999999984,2.353426132742184,True,,2024-01-30 09:35:00,2039.3,2,CONTINUATION_CHILD,2024-02-01 13:09:00,2030.77,CHALLENGE_OPENS,2024-02-01 13:09:00,2030.77,-5.809999999999945,NEXT_H4_LIQ,2024-01-30 09:35:00,2039.3,2.7200000000000277,2.7200000000000277,False,2024,MECH_D1,0.95
2024-01-30 09:35:00,UP,2039.3,PRIMARY_CONTINUES,True,UP,172,8.804944821020724,8.137811146767556,3.509999999999991,2029.74,9.559999999999944,1.0857535389860276,True,,2024-01-31 16:42:00,2048.55,3,CONTINUATION_CHILD,2024-02-01 13:09:00,2030.77,SL,2024-01-30 17:26:00,2029.74,-9.559999999999944,SL,2024-01-30 17:26:00,2029.74,-9.559999999999944,-9.559999999999944,False,2024,MECH_D1,0.95
2024-01-31 16:42:00,UP,2048.55,PRIMARY_CONTINUES,True,UP,172,8.750261856175763,7.763100200496805,7.160000000000082,2032.75,15.800000000000182,1.8056602487671671,True,,2024-02-01 13:09:00,2030.77,4,CONTINUATION_CHILD,2024-02-01 13:09:00,2030.77,SL,2024-01-31 22:04:00,2032.75,-15.800000000000182,SL,2024-01-31 22:04:00,2032.75,-15.800000000000182,-15.800000000000182,False,2024,MECH_D1,0.95
2024-02-01 18:12:00,UP,2058.57,PRIMARY_CONTINUES,True,UP,173,8.823460225960023,8.814006044417583,12.170000000000073,2029.98,28.590000000000146,3.240225406794924,True,,2024-02-01 18:43:00,2062.15,2,CONTINUATION_CHILD,2024-02-02 15:57:00,2029.98,AMBIGUOUS,2024-02-02 15:57:00,,,NEXT_H4_LIQ,2024-02-01 18:43:00,2062.15,3.5799999999999272,3.5799999999999272,False,2024,MECH_D1,0.95
2024-02-01 18:43:00,UP,2062.15,PRIMARY_CONTINUES,True,UP,173,8.823460225960023,8.814006044417583,12.170000000000073,2029.98,32.17000000000007,3.645961921531738,True,,2024-02-01 18:44:00,2063.96,3,CONTINUATION_CHILD,2024-02-02 15:57:00,2029.98,AMBIGUOUS,2024-02-02 15:57:00,,,NEXT_H4_LIQ,2024-02-01 18:44:00,2063.96,1.8099999999999452,1.8099999999999452,False,2024,MECH_D1,0.95
2024-02-05 08:36:00,DOWN,2027.82,PRIMARY_CONTINUES,True,DOWN,174,8.919487632037333,9.617249402474114,9.800000000000182,2042.09,14.269999999999982,1.5998676817202468,True,,2024-02-05 15:21:00,2020.5,1,ANCHOR_CHILD,2024-02-07 16:43:00,2038.84,CHALLENGE_OPENS,2024-02-07 16:43:00,2038.84,-11.019999999999982,CHALLENGE_OPENS,2024-02-07 16:43:00,2038.84,-11.019999999999982,-11.019999999999982,False,2024,MECH_D1,0.95
2024-02-05 15:21:00,DOWN,2020.5,PRIMARY_CONTINUES,True,DOWN,174,8.930157145192682,9.704588730868831,10.840000000000146,2042.09,21.58999999999992,2.4176506246166487,True,,2024-02-05 15:51:00,2015.9,2,CONTINUATION_CHILD,2024-02-07 16:43:00,2038.84,CHALLENGE_OPENS,2024-02-07 16:43:00,2038.84,-18.33999999999992,NEXT_H4_LIQ,2024-02-05 15:51:00,2015.9,4.599999999999909,4.599999999999909,False,2024,MECH_D1,0.95
2024-02-05 15:51:00,DOWN,2015.9,PRIMARY_CONTINUES,True,DOWN,174,8.930157145192682,9.704588730868831,10.840000000000146,2042.09,26.189999999999827,2.932759141209349,True,,2024-02-07 16:43:00,2038.84,3,CONTINUATION_CHILD,2024-02-07 16:43:00,2038.84,CHALLENGE_OPENS,2024-02-07 16:43:00,2038.84,-22.939999999999827,NEXT_H4_LIQ,2024-02-07 16:43:00,2038.84,-22.939999999999827,-22.939999999999827,False,2024,MECH_D1,0.95
2024-02-07 16:45:00,UP,2042.09,CHALLENGER_EARNED,True,UP,175,8.765925553877963,7.498974584334083,6.0499999999999545,2022.82,19.269999999999985,2.198284696985034,True,,2024-02-08 10:29:00,2030.53,1,ANCHOR_CHILD,2024-02-08 10:29:00,2030.53,CHALLENGE_OPENS,2024-02-08 10:29:00,2030.53,-11.559999999999944,CHALLENGE_OPENS,2024-02-08 10:29:00,2030.53,-11.559999999999944,-11.559999999999944,False,2024,MECH_D1,0.95
2024-02-08 15:31:00,DOWN,2022.82,CHALLENGER_EARNED,True,DOWN,176,8.708786410853925,7.227220559776351,7.079999999999927,2038.43,15.610000000000127,1.7924426278895862,True,,2024-02-12 12:02:00,2020.25,1,ANCHOR_CHILD,2024-02-13 12:45:00,2027.54,CHALLENGE_OPENS,2024-02-13 12:45:00,2027.54,-4.720000000000027,CHALLENGE_OPENS,2024-02-13 12:45:00,2027.54,-4.720000000000027,-4.720000000000027,False,2024,MECH_D1,0.95
2024-02-12 12:02:00,DOWN,2020.25,PRIMARY_CONTINUES,True,DOWN,176,8.59851396410835,6.801650659259471,6.880000000000109,2037.12,16.86999999999989,1.961966924798648,True,,2024-02-12 12:19:00,2020.11,2,CONTINUATION_CHILD,2024-02-13 12:45:00,2027.54,CHALLENGE_OPENS,2024-02-13 12:45:00,2027.54,-7.289999999999964,NEXT_H4_LIQ,2024-02-12 12:19:00,2020.11,0.1400000000001,0.1400000000001,False,2024,MECH_D1,0.95
2024-02-12 12:19:00,DOWN,2020.11,PRIMARY_CONTINUES,True,DOWN,176,8.59851396410835,6.801650659259471,6.880000000000109,2037.12,17.00999999999999,1.9782488079920093,True,,2024-02-12 16:22:00,2014.84,3,CONTINUATION_CHILD,2024-02-13 12:45:00,2027.54,CHALLENGE_OPENS,2024-02-13 12:45:00,2027.54,-7.430000000000064,NEXT_H4_LIQ,2024-02-12 16:22:00,2014.84,5.269999999999982,5.269999999999982,False,2024,MECH_D1,0.95
2024-02-12 16:22:00,DOWN,2014.84,PRIMARY_CONTINUES,True,DOWN,176,8.600855553196636,6.960104183598079,9.019999999999982,2037.12,22.279999999999973,2.5904399698608214,True,,2024-02-13 12:45:00,2027.54,4,CONTINUATION_CHILD,2024-02-13 12:45:00,2027.54,CHALLENGE_OPENS,2024-02-13 12:45:00,2027.54,-12.700000000000044,NEXT_H4_LIQ,2024-02-13 12:45:00,2027.54,-12.700000000000044,-12.700000000000044,False,2024,MECH_D1,0.95
2024-02-13 15:42:00,DOWN,2011.85,OLD_PRIMARY_WINS,True,DOWN,177,8.508363713377921,6.4125561013280805,6.189999999999827,2037.12,25.269999999999985,2.970018778142653,True,,2024-02-13 15:47:00,2009.11,1,ANCHOR_CHILD,2024-02-15 11:48:00,1996.12,CHALLENGE_OPENS,2024-02-15 11:48:00,1996.12,15.730000000000018,CHALLENGE_OPENS,2024-02-15 11:48:00,1996.12,15.730000000000018,15.730000000000018,False,2024,MECH_D1,0.95
2024-02-13 15:47:00,DOWN,2009.11,PRIMARY_CONTINUES,True,DOWN,177,8.508363713377921,6.4125561013280805,6.189999999999827,2037.12,28.00999999999999,3.2920548466868125,True,,2024-02-13 16:08:00,2001.78,2,CONTINUATION_CHILD,2024-02-15 11:48:00,1996.12,CHALLENGE_OPENS,2024-02-15 11:48:00,1996.12,12.990000000000007,NEXT_H4_LIQ,2024-02-13 16:08:00,2001.78,7.329999999999927,7.329999999999927,False,2024,MECH_D1,0.95
2024-02-16 17:36:00,UP,2008.29,CHALLENGER_EARNED,True,UP,178,8.397799161755453,6.655947574699746,12.970000000000027,1990.22,18.069999999999936,2.151754245599585,True,,2024-02-20 10:59:00,2022.92,1,ANCHOR_CHILD,2024-02-21 19:11:00,2022.85,CHALLENGE_OPENS,2024-02-21 19:11:00,2022.85,14.559999999999944,CHALLENGE_OPENS,2024-02-21 19:11:00,2022.85,14.559999999999944,14.559999999999944,False,2024,MECH_D1,0.95
2024-02-20 10:59:00,UP,2022.92,PRIMARY_CONTINUES,True,UP,178,8.265611042191619,5.986262210990517,2.9400000000000546,2014.94,7.980000000000018,0.9654458647117912,True,,2024-02-21 06:07:00,2030.89,2,CONTINUATION_CHILD,2024-02-21 19:11:00,2022.85,CHALLENGE_OPENS,2024-02-21 19:11:00,2022.85,-0.0700000000001637,NEXT_H4_LIQ,2024-02-21 06:07:00,2030.89,7.970000000000027,7.970000000000027,False,2024,MECH_D1,0.95
2024-02-22 10:05:00,UP,2032.19,OLD_PRIMARY_WINS,True,UP,179,8.101739469976142,5.776838831370035,4.460000000000036,2025.5,6.690000000000055,0.8257485969268962,True,,2024-02-22 10:07:00,2032.91,1,ANCHOR_CHILD,2024-02-22 18:47:00,2020.0,SL,2024-02-22 15:20:00,2025.5,-6.690000000000055,SL,2024-02-22 15:20:00,2025.5,-6.690000000000055,-6.690000000000055,False,2024,MECH_D1,0.95
2024-02-22 10:07:00,UP,2032.91,PRIMARY_CONTINUES,True,UP,179,8.101739469976142,5.776838831370035,4.460000000000036,2025.5,7.410000000000082,0.914618401080466,True,,2024-02-22 18:47:00,2020.0,2,CONTINUATION_CHILD,2024-02-22 18:47:00,2020.0,SL,2024-02-22 15:20:00,2025.5,-7.410000000000082,SL,2024-02-22 15:20:00,2025.5,-7.410000000000082,-7.410000000000082,False,2024,MECH_D1,0.95
2024-02-23 08:26:00,DOWN,2019.55,CHALLENGER_EARNED,True,DOWN,180,8.038800990983635,5.882164334270585,5.25,2027.36,7.809999999999945,0.9715379207371456,True,,2024-02-23 18:33:00,2034.87,1,ANCHOR_CHILD,2024-02-23 18:33:00,2034.87,SL,2024-02-23 14:35:00,2027.36,-7.809999999999945,SL,2024-02-23 14:35:00,2027.36,-7.809999999999945,-7.809999999999945,False,2024,MECH_D1,0.95
2024-02-23 18:34:00,UP,2037.12,CHALLENGER_EARNED,True,UP,181,8.056137115805761,6.409009043325152,12.610000000000127,2016.03,21.08999999999992,2.6178799711120027,True,,2024-02-23 19:00:00,2038.64,1,ANCHOR_CHILD,2024-02-28 08:52:00,2028.75,CHALLENGE_OPENS,2024-02-28 08:52:00,2028.75,-8.36999999999989,CHALLENGE_OPENS,2024-02-28 08:52:00,2028.75,-8.36999999999989,-8.36999999999989,False,2024,MECH_D1,0.95
2024-02-23 19:00:00,UP,2038.64,PRIMARY_CONTINUES,True,UP,181,8.056137115805761,6.409009043325152,12.610000000000127,2016.03,22.610000000000127,2.806556005066048,True,,2024-02-27 10:23:00,2036.93,2,CONTINUATION_CHILD,2024-02-28 08:52:00,2028.75,CHALLENGE_OPENS,2024-02-28 08:52:00,2028.75,-9.8900000000001,NEXT_H4_LIQ,2024-02-27 10:23:00,2036.93,-1.7100000000000364,-1.7100000000000364,False,2024,MECH_D1,0.95
2024-02-27 10:23:00,UP,2036.93,PRIMARY_CONTINUES,True,UP,181,7.941844686252936,5.946780097086614,2.269999999999982,2025.04,11.8900000000001,1.497133281966756,True,,2024-02-28 08:52:00,2028.75,3,CONTINUATION_CHILD,2024-02-28 08:52:00,2028.75,CHALLENGE_OPENS,2024-02-28 08:52:00,2028.75,-8.180000000000064,NEXT_H4_LIQ,2024-02-28 08:52:00,2028.75,-8.180000000000064,-8.180000000000064,False,2024,MECH_D1,0.95
2024-02-28 11:38:00,DOWN,2025.04,CHALLENGER_EARNED,True,DOWN,182,7.866822857173012,5.818698555082071,3.8299999999999272,2032.03,6.990000000000009,0.8885416802828462,True,,2024-02-29 15:31:00,2039.41,1,ANCHOR_CHILD,2024-02-29 15:31:00,2039.41,SL,2024-02-28 15:14:00,2032.03,-6.990000000000009,SL,2024-02-28 15:14:00,2032.03,-6.990000000000009,-6.990000000000009,False,2024,MECH_D1,0.95
2024-02-29 15:36:00,UP,2041.3,CHALLENGER_EARNED,True,UP,183,7.784644397332835,5.649898799696875,3.8299999999999272,2024.42,16.87999999999988,2.168371365271776,True,,2024-02-29 15:45:00,2044.48,1,ANCHOR_CHILD,2024-03-12 07:44:00,2174.77,CHALLENGE_OPENS,2024-03-12 07:44:00,2174.77,133.47000000000003,CHALLENGE_OPENS,2024-03-12 07:44:00,2174.77,133.47000000000003,84.16999999999985,True,2024,MECH_D1,0.95
2024-02-29 15:45:00,UP,2044.48,PRIMARY_CONTINUES,True,UP,183,7.784644397332835,5.649898799696875,3.8299999999999272,2024.42,20.059999999999945,2.5768678665492897,True,,2024-03-01 12:25:00,2050.65,2,CONTINUATION_CHILD,2024-03-12 07:44:00,2174.77,CHALLENGE_OPENS,2024-03-12 07:44:00,2174.77,130.28999999999996,NEXT_H4_LIQ,2024-03-01 12:25:00,2050.65,6.170000000000073,6.170000000000073,False,2024,MECH_D1,0.95
2024-03-01 12:25:00,UP,2050.65,PRIMARY_CONTINUES,True,UP,183,7.786085912126246,6.305068553422975,9.759999999999993,2028.03,22.62000000000012,2.905182431235592,True,,2024-03-01 17:15:00,2057.61,3,CONTINUATION_CHILD,2024-03-12 07:44:00,2174.77,CHALLENGE_OPENS,2024-03-12 07:44:00,2174.77,124.11999999999988,NEXT_H4_LIQ,2024-03-01 17:15:00,2057.61,6.960000000000036,6.960000000000036,False,2024,MECH_D1,0.95
2024-03-01 17:15:00,UP,2057.61,PRIMARY_CONTINUES,True,UP,183,7.80694099039221,6.678992228178474,11.539999999999964,2039.01,18.600000000000136,2.382495272205932,True,,2024-03-01 17:42:00,2065.35,4,CONTINUATION_CHILD,2024-03-12 07:44:00,2174.77,CHALLENGE_OPENS,2024-03-12 07:44:00,2174.77,117.15999999999984,NEXT_H4_LIQ,2024-03-01 17:42:00,2065.35,7.739999999999782,7.739999999999782,False,2024,MECH_D1,0.95
2024-03-01 17:42:00,UP,2065.35,PRIMARY_CONTINUES,True,UP,183,7.80694099039221,6.678992228178474,11.539999999999964,2039.01,26.33999999999992,3.3739207241883653,True,,2024-03-01 17:45:00,2065.95,5,CONTINUATION_CHILD,2024-03-12 07:44:00,2174.77,CHALLENGE_OPENS,2024-03-12 07:44:00,2174.77,109.42000000000009,NEXT_H4_LIQ,2024-03-01 17:45:00,2065.95,0.599999999999909,0.599999999999909,False,2024,MECH_D1,0.95
2024-03-01 17:45:00,UP,2065.95,PRIMARY_CONTINUES,True,UP,183,7.80694099039221,6.678992228178474,11.539999999999964,2039.01,26.939999999999827,3.450775410388544,True,,2024-03-01 18:39:00,2078.9,6,CONTINUATION_CHILD,2024-03-12 07:44:00,2174.77,CHALLENGE_OPENS,2024-03-12 07:44:00,2174.77,108.82000000000016,NEXT_H4_LIQ,2024-03-01 18:39:00,2078.9,12.950000000000273,12.950000000000273,False,2024,MECH_D1,0.95
2024-03-04 15:55:00,UP,2088.39,PRIMARY_CONTINUES,True,UP,183,7.940214078222802,8.254170028442493,7.229999999999563,2079.42,8.9699999999998,1.129692463154279,True,,2024-03-05 10:27:00,2119.86,7,CONTINUATION_CHILD,2024-03-12 07:44:00,2174.77,CHALLENGE_OPENS,2024-03-12 07:44:00,2174.77,86.38000000000011,NEXT_H4_LIQ,2024-03-05 10:27:00,2119.86,31.47000000000025,31.47000000000025,False,2024,MECH_D1,0.95
2024-03-05 10:27:00,UP,2119.86,PRIMARY_CONTINUES,True,UP,183,8.059215306093124,9.3689714523162,8.430000000000291,2110.41,9.450000000000273,1.1725707331401922,True,,2024-03-06 16:32:00,2141.7,8,CONTINUATION_CHILD,2024-03-12 07:44:00,2174.77,CHALLENGE_OPENS,2024-03-12 07:44:00,2174.77,54.909999999999854,NEXT_H4_LIQ,2024-03-06 16:32:00,2141.7,21.83999999999969,5.609999999999673,True,2024,MECH_D1,0.95
2024-03-06 16:32:00,UP,2141.7,PRIMARY_CONTINUES,True,UP,183,8.171427008932644,9.797216478922229,14.970000000000256,2124.29,17.409999999999854,2.130594812995088,True,,2024-03-06 16:34:00,2144.63,9,CONTINUATION_CHILD,2024-03-12 07:44:00,2174.77,CHALLENGE_OPENS,2024-03-12 07:44:00,2174.77,33.070000000000164,NEXT_H4_LIQ,2024-03-06 16:34:00,2144.63,2.930000000000291,2.930000000000291,False,2024,MECH_D1,0.95
2024-03-06 16:34:00,UP,2144.63,PRIMARY_CONTINUES,True,UP,183,8.171427008932644,9.797216478922229,14.970000000000256,2124.29,20.340000000000146,2.4891613151246843,True,,2024-03-08 10:28:00,2164.71,10,CONTINUATION_CHILD,2024-03-12 07:44:00,2174.77,CHALLENGE_OPENS,2024-03-12 07:44:00,2174.77,30.139999999999876,NEXT_H4_LIQ,2024-03-08 10:28:00,2164.71,20.079999999999927,20.079999999999927,False,2024,MECH_D1,0.95
2024-03-08 10:28:00,UP,2164.71,PRIMARY_CONTINUES,True,UP,183,8.27490794664064,9.615341081989508,5.160000000000309,2153.97,10.740000000000236,1.297899634564557,True,,2024-03-12 07:44:00,2174.77,11,CONTINUATION_CHILD,2024-03-12 07:44:00,2174.77,CHALLENGE_OPENS,2024-03-12 07:44:00,2174.77,10.059999999999944,NEXT_H4_LIQ,2024-03-12 07:44:00,2174.77,10.059999999999944,10.059999999999944,False,2024,MECH_D1,0.95
2024-03-12 16:09:00,DOWN,2153.97,CHALLENGER_EARNED,True,DOWN,184,8.656367767110057,11.521228798676049,25.90000000000009,2184.73,30.76000000000022,3.553453460800626,True,,2024-03-18 00:00:00,2152.7,1,ANCHOR_CHILD,2024-03-20 16:01:00,2160.14,CHALLENGE_OPENS,2024-03-20 16:01:00,2160.14,-6.170000000000073,CHALLENGE_OPENS,2024-03-20 16:01:00,2160.14,-6.170000000000073,-6.170000000000073,False,2024,MECH_D1,0.95
2024-03-18 00:00:00,DOWN,2152.7,PRIMARY_CONTINUES,True,DOWN,184,8.626469044245603,9.149199891900524,4.930000000000291,2172.66,19.96000000000004,2.313808801448677,True,,2024-03-18 03:22:00,2150.55,2,CONTINUATION_CHILD,2024-03-20 16:01:00,2160.14,CHALLENGE_OPENS,2024-03-20 16:01:00,2160.14,-7.440000000000055,NEXT_H4_LIQ,2024-03-18 03:22:00,2150.55,2.149999999999636,2.149999999999636,False,2024,MECH_D1,0.95
2024-03-18 03:22:00,DOWN,2150.55,PRIMARY_CONTINUES,True,DOWN,184,8.626469044245603,9.149199891900524,4.930000000000291,2172.66,22.109999999999676,2.563041713428327,True,,2024-03-18 04:46:00,2147.91,3,CONTINUATION_CHILD,2024-03-20 16:01:00,2160.14,CHALLENGE_OPENS,2024-03-20 16:01:00,2160.14,-9.58999999999969,NEXT_H4_LIQ,2024-03-18 04:46:00,2147.91,2.6400000000003274,2.6400000000003274,False,2024,MECH_D1,0.95
2024-03-18 04:46:00,DOWN,2147.91,PRIMARY_CONTINUES,True,DOWN,184,8.619544216222017,9.022828471050492,7.380000000000109,2172.66,24.75,2.871381523099609,True,,2024-03-20 16:01:00,2160.14,4,CONTINUATION_CHILD,2024-03-20 16:01:00,2160.14,CHALLENGE_OPENS,2024-03-20 16:01:00,2160.14,-12.230000000000018,NEXT_H4_LIQ,2024-03-20 16:01:00,2160.14,-12.230000000000018,-12.230000000000018,False,2024,MECH_D1,0.95
2024-03-20 16:02:00,UP,2163.51,CHALLENGER_EARNED,True,UP,185,8.4564540909047,7.331213410744702,9.059999999999944,2148.36,15.150000000000093,1.7915310409234768,True,,2024-03-20 20:05:00,2172.66,1,ANCHOR_CHILD,2024-03-22 09:18:00,2166.3,CHALLENGE_OPENS,2024-03-22 09:18:00,2166.3,2.789999999999964,CHALLENGE_OPENS,2024-03-22 09:18:00,2166.3,2.789999999999964,2.789999999999964,False,2024,MECH_D1,0.95
2024-03-20 20:05:00,UP,2172.66,PRIMARY_CONTINUES,True,UP,185,8.466251568177452,7.5375553099772095,10.2199999999998,2149.56,23.09999999999991,2.728480226931492,True,,2024-03-20 20:54:00,2179.8,2,CONTINUATION_CHILD,2024-03-22 09:18:00,2166.3,CHALLENGE_OPENS,2024-03-22 09:18:00,2166.3,-6.359999999999673,NEXT_H4_LIQ,2024-03-20 20:54:00,2179.8,7.140000000000327,7.140000000000327,False,2024,MECH_D1,0.95
2024-03-20 20:54:00,UP,2179.8,PRIMARY_CONTINUES,True,UP,185,8.466251568177452,7.5375553099772095,10.2199999999998,2149.56,30.24000000000024,3.571828660710358,True,,2024-03-20 21:23:00,2185.63,3,CONTINUATION_CHILD,2024-03-22 09:18:00,2166.3,CHALLENGE_OPENS,2024-03-22 09:18:00,2166.3,-13.5,NEXT_H4_LIQ,2024-03-20 21:23:00,2185.63,5.829999999999927,5.829999999999927,False,2024,MECH_D1,0.95
2024-03-25 15:42:00,UP,2180.05,OLD_PRIMARY_WINS,True,UP,186,9.040460544983906,11.95266034899441,7.079999999999927,2163.41,16.640000000000327,1.840614194067029,True,,2024-03-26 11:13:00,2181.24,1,ANCHOR_CHILD,2024-04-10 15:30:00,2338.19,CHALLENGE_OPENS,2024-04-10 15:30:00,2338.19,158.13999999999987,CHALLENGE_OPENS,2024-04-10 15:30:00,2338.19,158.13999999999987,57.98000000000002,True,2024,MECH_D1,0.95
2024-03-26 11:13:00,UP,2181.24,PRIMARY_CONTINUES,True,UP,186,8.984007772125235,10.33873250163466,4.099999999999909,2167.5,13.739999999999782,1.52938425127269,True,,2024-03-28 07:43:00,2197.54,2,CONTINUATION_CHILD,2024-04-10 15:30:00,2338.19,CHALLENGE_OPENS,2024-04-10 15:30:00,2338.19,156.95000000000027,NEXT_H4_LIQ,2024-03-28 07:43:00,2197.54,16.300000000000182,16.300000000000182,False,2024,MECH_D1,0.95
