N,PnL,PF,WR,DD,P95,Max,Top10,routes,armed_routes,arm_rate,arm_before_last,ha_before_last,changed,year,method,q,threshold,delta
241,2503.680000000006,2.39462910044953,0.6763485477178424,263.3299999999999,82.0,165.3800000000001,1249.440000000001,67,40,0.5970149253731343,23,21,50,2025,FULL_NO_RANK__LOGIT,0.8,0.6180023720455053,-207.52999999999565
241,2329.8900000000044,2.256432103625494,0.6763485477178424,298.6199999999999,78.39000000000033,161.8099999999995,1211.8300000000008,67,30,0.44776119402985076,15,13,35,2025,FULL_NO_RANK__LOGIT,0.9,0.7216805194935152,-381.31999999999744
241,2839.440000000003,2.5302004742401416,0.6970954356846473,319.3000000000002,92.26999999999998,241.4699999999998,1419.2200000000007,67,18,0.26865671641791045,9,6,19,2025,FULL_NO_RANK__LOGIT,0.95,0.7995437597419305,128.23000000000093
241,2029.3100000000054,2.183181449802644,0.6763485477178424,228.24000000000024,55.0300000000002,165.3800000000001,1054.06,67,63,0.9402985074626866,36,33,74,2025,FULL_NO_RANK__TREE2,0.5,0.5879311134820986,-681.8999999999965
241,2029.3100000000054,2.183181449802644,0.6763485477178424,228.24000000000024,55.0300000000002,165.3800000000001,1054.06,67,63,0.9402985074626866,36,33,74,2025,FULL_NO_RANK__TREE2,0.7,0.5879311134820986,-681.8999999999965
241,2029.3100000000054,2.183181449802644,0.6763485477178424,228.24000000000024,55.0300000000002,165.3800000000001,1054.06,67,63,0.9402985074626866,36,33,74,2025,FULL_NO_RANK__TREE2,0.8,0.5879311134820986,-681.8999999999965
241,2029.3100000000054,2.183181449802644,0.6763485477178424,228.24000000000024,55.0300000000002,165.3800000000001,1054.06,67,63,0.9402985074626866,36,33,74,2025,FULL_NO_RANK__TREE2,0.9,0.5879311134820986,-681.8999999999965
241,2029.3100000000054,2.183181449802644,0.6763485477178424,228.24000000000024,55.0300000000002,165.3800000000001,1054.06,67,63,0.9402985074626866,36,33,74,2025,FULL_NO_RANK__TREE2,0.95,0.5879311134820986,-681.8999999999965
241,2034.720000000004,2.176730494526153,0.6721991701244814,228.24000000000024,55.0300000000002,165.3800000000001,1068.3599999999992,67,60,0.8955223880597015,36,31,72,2025,FULL_NO_RANK__HGB,0.5,0.2850520296302924,-676.489999999998
241,2276.860000000002,2.279041418323383,0.6639004149377593,251.2800000000002,82.0,216.07000000000016,1306.19,67,49,0.7313432835820896,27,23,58,2025,FULL_NO_RANK__HGB,0.7,0.44759835781218466,-434.3499999999999
241,2601.0800000000027,2.4445950148842615,0.6763485477178424,251.2800000000002,92.13999999999987,161.8099999999995,1260.0500000000006,67,33,0.4925373134328358,17,15,38,2025,FULL_NO_RANK__HGB,0.8,0.5702684192258364,-110.1299999999992
241,2303.1200000000026,2.177952014893696,0.6721991701244814,292.57000000000016,87.52000000000044,161.8099999999995,1254.020000000001,67,12,0.1791044776119403,9,7,16,2025,FULL_NO_RANK__HGB,0.9,0.6912227468041723,-408.08999999999924
241,2553.0400000000022,2.2963542195592592,0.6846473029045643,313.71000000000004,87.52000000000044,241.4699999999998,1398.4900000000007,67,5,0.07462686567164178,3,2,5,2025,FULL_NO_RANK__HGB,0.95,0.750520319530691,-158.16999999999962
241,2276.1400000000062,2.3160301812610276,0.6680497925311203,246.32000000000016,56.23000000000002,198.89000000000033,1250.4699999999998,67,59,0.8805970149253731,35,31,72,2025,FULL_WITH_RANK__LOGIT,0.5,0.4643807057987407,-435.0699999999956
241,2304.4500000000066,2.2867480777928595,0.6763485477178424,263.3299999999999,73.88000000000011,256.5300000000002,1271.320000000001,67,48,0.7164179104477612,30,26,62,2025,FULL_WITH_RANK__LOGIT,0.7,0.5565948664426307,-406.7599999999952
241,2635.250000000004,2.5072179453449435,0.6887966804979253,263.3299999999999,82.0,182.12999999999965,1284.1800000000003,67,39,0.582089552238806,22,19,47,2025,FULL_WITH_RANK__LOGIT,0.8,0.619530941502699,-75.95999999999776
241,2517.180000000005,2.3565315800819193,0.6846473029045643,298.6199999999999,80.64999999999964,161.8099999999995,1258.210000000001,67,31,0.4626865671641791,15,14,34,2025,FULL_WITH_RANK__LOGIT,0.9,0.7211795238412739,-194.02999999999702
241,2613.730000000003,2.4085632679456817,0.6970954356846473,319.3000000000002,92.2199999999998,161.8099999999995,1282.190000000001,67,19,0.2835820895522388,10,7,21,2025,FULL_WITH_RANK__LOGIT,0.95,0.8008886340594634,-97.47999999999865
165,2394.759999999999,1.933323979671375,0.6666666666666666,415.60000000000036,114.14400000000005,394.10000000000036,1924.0499999999993,49,42,0.8571428571428571,27,21,48,2026,MECH_CUR_D1,0.5,1.3010512768510276,-1034.510000000002
165,3150.8200000000006,2.262813216409896,0.6848484848484848,415.60000000000036,143.45799999999994,394.10000000000036,2135.8,49,34,0.6938775510204082,19,15,40,2026,MECH_CUR_D1,0.7,2.1869586837475907,-278.4500000000003
165,3394.860000000001,2.344653445346201,0.6909090909090909,415.60000000000036,166.22999999999945,394.10000000000036,2255.6,49,25,0.5102040816326531,12,10,34,2026,MECH_CUR_D1,0.8,3.1149462984242304,-34.409999999999854
165,2937.020000000001,2.001732641186383,0.6606060606060606,440.34999999999854,150.574,450.59000000000015,2303.4999999999995,49,4,0.08163265306122448,3,3,5,2026,MECH_CUR_D1,0.9,8.543498548531577,-492.25
165,2937.020000000001,2.001732641186383,0.6606060606060606,440.34999999999854,150.574,450.59000000000015,2303.4999999999995,49,4,0.08163265306122448,3,3,5,2026,MECH_CUR_D1,0.95,8.543498548531577,-492.25
165,2257.7899999999986,1.8479198119230567,0.6484848484848484,415.60000000000036,114.14400000000005,394.10000000000036,1924.0499999999993,49,42,0.8571428571428571,24,21,48,2026,DYN_SMALL__LOGIT,0.5,0.465459342324323,-1171.4800000000023
165,3398.8999999999996,2.34237226551238,0.6666666666666666,444.2399999999998,181.1099999999993,394.10000000000036,2377.8399999999992,49,40,0.8163265306122449,21,17,46,2026,DYN_SMALL__LOGIT,0.7,0.5581564209015506,-30.370000000001255
165,3359.8900000000012,2.3139609005619737,0.6727272727272727,524.619999999999,181.1099999999993,394.10000000000036,2377.8399999999992,49,37,0.7551020408163265,18,14,42,2026,DYN_SMALL__LOGIT,0.8,0.6072797645563869,-69.37999999999965
165,3372.1200000000013,2.22440443122774,0.6727272727272727,549.3699999999972,195.15199999999987,394.10000000000036,2585.079999999999,49,26,0.5306122448979592,14,11,32,2026,DYN_SMALL__LOGIT,0.9,0.6773017655663531,-57.149999999999636
165,4015.230000000001,2.427033539586808,0.6787878787878788,440.34999999999854,180.06199999999973,592.9399999999996,2937.3199999999993,49,12,0.24489795918367346,6,4,13,2026,DYN_SMALL__LOGIT,0.95,0.754245086514705,585.96
165,2621.019999999999,2.0013868777675476,0.6606060606060606,415.60000000000036,120.13399999999957,394.10000000000036,2033.9899999999998,49,42,0.8571428571428571,28,22,50,2026,DYN_SMALL__HGB,0.5,0.3258448440081026,-808.2500000000018
165,3563.74,2.41681376524657,0.6727272727272727,444.2399999999998,195.15199999999987,394.10000000000036,2516.789999999999,49,39,0.7959183673469388,23,18,47,2026,DYN_SMALL__HGB,0.7,0.4330526144438107,134.4699999999989
165,3796.680000000002,2.491731332141527,0.6727272727272727,448.0599999999995,195.15199999999987,592.9399999999996,2813.5899999999992,49,36,0.7346938775510204,20,13,39,2026,DYN_SMALL__HGB,0.8,0.5104909165777173,367.4100000000012
165,4141.100000000002,2.563528860965961,0.6787878787878788,377.8000000000002,186.03000000000003,592.9399999999996,3003.7799999999997,49,21,0.42857142857142855,12,7,22,2026,DYN_SMALL__HGB,0.9,0.6041254652011705,711.8300000000013
165,3780.860000000002,2.3002923272689775,0.6606060606060606,425.83999999999924,185.95999999999995,592.9399999999996,2999.3199999999993,49,11,0.22448979591836735,8,6,11,2026,DYN_SMALL__HGB,0.95,0.668762664014472,351.59000000000106
165,2585.4199999999996,2.0168810226155367,0.6545454545454545,330.59000000000015,120.13399999999957,394.10000000000036,2033.9899999999998,49,43,0.8775510204081632,25,21,50,2026,GEOM_DELTA__LOGIT,0.5,0.4688305024161571,-843.8500000000013
165,3043.5100000000007,2.1939172596678165,0.6727272727272727,415.60000000000036,166.22999999999945,394.10000000000036,2241.7599999999993,49,38,0.7755102040816326,20,16,41,2026,GEOM_DELTA__LOGIT,0.7,0.5623910635894123,-385.7600000000002
165,3215.010000000001,2.2002038286943035,0.6666666666666666,578.0599999999986,183.9019999999998,394.10000000000036,2431.8999999999996,49,33,0.673469387755102,17,12,37,2026,GEOM_DELTA__LOGIT,0.8,0.6130491962684479,-214.25999999999976
165,3592.3100000000018,2.289026280661971,0.6727272727272727,613.8699999999972,185.95999999999995,592.9399999999996,2771.289999999999,49,19,0.3877551020408163,11,9,21,2026,GEOM_DELTA__LOGIT,0.9,0.6866506573754332,163.04000000000087
165,3659.700000000001,2.313570728660804,0.6787878787878788,440.34999999999854,180.06199999999973,592.9399999999996,2714.019999999999,49,14,0.2857142857142857,8,7,16,2026,GEOM_DELTA__LOGIT,0.95,0.7506586538541943,230.4300000000003
165,2232.7799999999993,1.8251981890418558,0.6363636363636364,330.59000000000015,114.14400000000005,394.10000000000036,1967.7999999999993,49,38,0.7755102040816326,23,19,45,2026,GEOM_DELTA__HGB,0.5,0.3217309966059896,-1196.4900000000016
165,2367.6900000000014,1.8312438341928903,0.6424242424242425,594.8800000000001,138.31799999999956,394.10000000000036,2178.25,49,27,0.5510204081632653,19,17,30,2026,GEOM_DELTA__HGB,0.7,0.432095692405973,-1061.5799999999995
165,2822.690000000001,2.0007161419095474,0.6606060606060606,594.8800000000001,180.06199999999973,394.10000000000036,2350.1799999999994,49,19,0.3877551020408163,15,13,24,2026,GEOM_DELTA__HGB,0.8,0.5210824623436773,-606.5799999999999
165,3202.559999999999,2.114197444960895,0.6666666666666666,594.8800000000001,174.46199999999925,592.9399999999996,2579.6699999999987,49,11,0.22448979591836735,8,6,11,2026,GEOM_DELTA__HGB,0.9,0.6110996363122646,-226.71000000000186
165,3265.5000000000005,2.119890531600771,0.6666666666666666,440.34999999999854,174.46199999999925,592.9399999999996,2579.6699999999987,49,7,0.14285714285714285,5,4,6,2026,GEOM_DELTA__HGB,0.95,0.6619663294537184,-163.77000000000044
165,2721.73,2.073813243695359,0.6545454545454545,330.59000000000015,138.31799999999956,394.10000000000036,2132.1099999999997,49,42,0.8571428571428571,26,20,49,2026,FULL_NO_RANK__LOGIT,0.5,0.470333273133903,-707.5400000000009
165,3184.030000000001,2.2762922136486647,0.6727272727272727,415.60000000000036,166.22999999999945,394.10000000000036,2228.0099999999993,49,40,0.8163265306122449,21,17,45,2026,FULL_NO_RANK__LOGIT,0.7,0.5600072926910327,-245.23999999999978
165,3215.0999999999995,2.1738611345389236,0.6545454545454545,570.9699999999984,185.95999999999995,394.10000000000036,2482.4399999999987,49,33,0.673469387755102,20,15,37,2026,FULL_NO_RANK__LOGIT,0.8,0.6139271727386545,-214.17000000000144
165,3245.7600000000007,2.179324327270351,0.6666666666666666,599.3599999999979,180.06199999999973,394.10000000000036,2566.5499999999993,49,26,0.5306122448979592,13,11,30,2026,FULL_NO_RANK__LOGIT,0.9,0.7055454000540669,-183.51000000000022
165,3562.650000000001,2.2542466563632093,0.6727272727272727,440.34999999999854,174.46199999999925,592.9399999999996,2686.019999999999,49,14,0.2857142857142857,7,6,14,2026,FULL_NO_RANK__LOGIT,0.95,0.7813568859326085,133.3800000000001
165,2463.089999999999,1.9605498683825684,0.6606060606060606,415.60000000000036,120.13399999999957,287.75,1927.6399999999994,49,44,0.8979591836734694,28,22,50,2026,FULL_NO_RANK__TREE2,0.5,0.5804055436169743,-966.1800000000021
165,2463.089999999999,1.9605498683825684,0.6606060606060606,415.60000000000036,120.13399999999957,287.75,1927.6399999999994,49,44,0.8979591836734694,28,22,50,2026,FULL_NO_RANK__TREE2,0.7,0.5804055436169743,-966.1800000000021
165,2463.089999999999,1.9605498683825684,0.6606060606060606,415.60000000000036,120.13399999999957,287.75,1927.6399999999994,49,44,0.8979591836734694,28,22,50,2026,FULL_NO_RANK__TREE2,0.8,0.5804055436169743,-966.1800000000021
165,2463.089999999999,1.9605498683825684,0.6606060606060606,415.60000000000036,120.13399999999957,287.75,1927.6399999999994,49,44,0.8979591836734694,28,22,50,2026,FULL_NO_RANK__TREE2,0.9,0.5804055436169743,-966.1800000000021
165,3508.8500000000004,2.2865701850554956,0.6727272727272727,415.60000000000036,174.46199999999925,592.9399999999996,2659.819999999999,49,20,0.40816326530612246,10,6,21,2026,FULL_NO_RANK__TREE2,0.95,0.7930862585892785,79.57999999999947
165,2192.850000000001,1.8218769911172754,0.6484848484848484,415.60000000000036,113.43600000000018,394.10000000000036,1964.2600000000002,49,41,0.8367346938775511,28,21,46,2026,FULL_NO_RANK__HGB,0.5,0.289672430967643,-1236.42
165,2354.0499999999997,1.852632455848051,0.6484848484848484,471.3000000000002,131.47799999999958,394.10000000000036,2095.5599999999995,49,34,0.6938775510204082,24,17,38,2026,FULL_NO_RANK__HGB,0.7,0.44037553449327643,-1075.2200000000012
165,3214.630000000002,2.1836508509275165,0.6666666666666666,415.60000000000036,178.3019999999993,394.10000000000036,2403.8999999999996,49,22,0.4489795918367347,13,9,23,2026,FULL_NO_RANK__HGB,0.8,0.5461109356786994,-214.63999999999896
165,3929.3100000000018,2.341633802816903,0.6727272727272727,440.34999999999854,179.98799999999952,592.9399999999996,3027.2499999999995,49,9,0.1836734693877551,3,1,8,2026,FULL_NO_RANK__HGB,0.9,0.6620173672903971,500.0400000000009
165,3517.9600000000005,2.195795971365835,0.6666666666666666,440.34999999999854,176.14799999999946,592.9399999999996,2752.609999999999,49,4,0.08163265306122448,1,1,1,2026,FULL_NO_RANK__HGB,0.95,0.7380183278776793,88.6899999999996
165,2721.73,2.073813243695359,0.6545454545454545,330.59000000000015,138.31799999999956,394.10000000000036,2132.1099999999997,49,42,0.8571428571428571,26,20,49,2026,FULL_WITH_RANK__LOGIT,0.5,0.46958713817885644,-707.5400000000009
165,3188.11,2.2847045644123343,0.6787878787878788,415.60000000000036,166.22999999999945,394.10000000000036,2198.409999999999,49,40,0.8163265306122449,21,17,45,2026,FULL_WITH_RANK__LOGIT,0.7,0.5607212959037973,-241.16000000000076
165,3215.0999999999995,2.1738611345389236,0.6545454545454545,570.9699999999984,185.95999999999995,394.10000000000036,2482.4399999999987,49,33,0.673469387755102,20,15,37,2026,FULL_WITH_RANK__LOGIT,0.8,0.6145510112641235,-214.17000000000144
165,3245.7600000000007,2.179324327270351,0.6666666666666666,599.3599999999979,180.06199999999973,394.10000000000036,2566.5499999999993,49,26,0.5306122448979592,13,11,30,2026,FULL_WITH_RANK__LOGIT,0.9,0.7034714261858566,-183.51000000000022
165,3562.650000000001,2.2542466563632093,0.6727272727272727,440.34999999999854,174.46199999999925,592.9399999999996,2686.019999999999,49,14,0.2857142857142857,7,6,14,2026,FULL_WITH_RANK__LOGIT,0.95,0.7830121931730061,133.3800000000001
