PnL,PF,WR,DD,P95,Max,N,routes,event_routes,event_before_last,changed,year,method,q,delta
668.660000000001,1.7173155111192184,0.6875,158.43000000000052,21.076499999999847,71.1400000000001,288,71,24,11,31,2023,GEOM_DELTA__LOGIT,0.9,-185.29000000000042
715.5800000000013,1.779295173375155,0.6909722222222222,170.96000000000026,21.92149999999999,71.1400000000001,288,71,20,9,26,2023,GEOM_DELTA__LOGIT,0.95,-138.37000000000012
605.5400000000009,1.6677326158392713,0.6770833333333334,184.52000000000066,19.26499999999996,75.92000000000007,288,71,51,22,61,2023,GEOM_DELTA__HGB,0.5,-248.41000000000054
818.3400000000017,1.936594410236458,0.6979166666666666,155.73000000000047,19.93250000000004,139.51,288,71,22,9,25,2023,GEOM_DELTA__HGB,0.7,-35.60999999999967
871.0500000000018,1.9912037142402,0.6944444444444444,167.52000000000044,21.92149999999999,139.51,288,71,17,8,21,2023,GEOM_DELTA__HGB,0.8,17.100000000000364
862.7300000000014,1.9808431296755298,0.6979166666666666,167.52000000000044,22.10300000000005,139.51,288,71,8,4,11,2023,GEOM_DELTA__HGB,0.9,8.779999999999973
883.3000000000015,2.0069769032581717,0.7013888888888888,154.99000000000046,22.10300000000005,139.51,288,71,4,1,5,2023,GEOM_DELTA__HGB,0.95,29.350000000000136
489.2200000000014,1.5274779777243492,0.6527777777777778,174.6000000000006,19.225999999999853,75.92000000000007,288,71,47,25,62,2023,FULL__LOGIT,0.5,-364.73
708.090000000001,1.773184394142892,0.6875,149.87000000000057,19.93250000000004,71.1400000000001,288,71,35,15,42,2023,FULL__LOGIT,0.7,-145.86000000000035
641.3000000000013,1.6794943790461883,0.6840277777777778,170.96000000000026,21.076499999999847,71.1400000000001,288,71,21,11,28,2023,FULL__LOGIT,0.8,-212.6500000000001
630.5400000000018,1.660756389701031,0.6770833333333334,170.96000000000026,21.076499999999847,71.1400000000001,288,71,20,11,28,2023,FULL__LOGIT,0.9,-223.40999999999963
727.1900000000019,1.825836125149058,0.6909722222222222,170.96000000000026,21.076499999999847,71.1400000000001,288,71,17,8,23,2023,FULL__LOGIT,0.95,-126.75999999999954
481.790000000002,1.5678070971467668,0.6458333333333334,110.58000000000038,16.79149999999999,79.75,288,71,61,38,80,2023,FULL__TREE2,0.5,-372.1599999999994
635.620000000001,1.7294071744968005,0.6701388888888888,157.22000000000094,19.26499999999996,79.44000000000005,288,71,54,22,65,2023,FULL__TREE2,0.7,-218.33000000000038
616.5300000000009,1.6816252072968505,0.6840277777777778,203.70000000000118,19.569999999999933,75.92000000000007,288,71,46,19,56,2023,FULL__TREE2,0.8,-237.42000000000053
616.5300000000009,1.6816252072968505,0.6840277777777778,203.70000000000118,19.569999999999933,75.92000000000007,288,71,46,19,56,2023,FULL__TREE2,0.9,-237.42000000000053
616.5300000000009,1.6816252072968505,0.6840277777777778,203.70000000000118,19.569999999999933,75.92000000000007,288,71,46,19,56,2023,FULL__TREE2,0.95,-237.42000000000053
691.6500000000019,1.7566541587808673,0.6840277777777778,172.7300000000007,19.93250000000004,71.1400000000001,288,71,42,19,50,2023,FULL__HGB,0.5,-162.2999999999995
853.1200000000015,1.9651333800936743,0.7048611111111112,156.29000000000042,22.10300000000005,139.51,288,71,19,8,19,2023,FULL__HGB,0.7,-0.8299999999999272
842.5300000000011,1.9443497948844426,0.6979166666666666,167.06000000000063,22.10300000000005,139.51,288,71,10,4,9,2023,FULL__HGB,0.8,-11.4200000000003
847.7300000000014,1.948031760232613,0.6944444444444444,167.52000000000044,22.10300000000005,139.51,288,71,5,3,6,2023,FULL__HGB,0.9,-6.220000000000027
833.2600000000014,1.9170105758966427,0.6944444444444444,173.59000000000037,22.10300000000005,139.51,288,71,1,1,2,2023,FULL__HGB,0.95,-20.690000000000055
1032.4699999999984,1.82272459241079,0.6058091286307054,124.89999999999964,36.970000000000255,133.47000000000003,241,84,60,19,70,2024,MECH_RATIO,0.5,-255.41999999999985
1183.619999999998,1.9425001791643741,0.6099585062240664,124.89999999999964,38.17000000000007,133.47000000000003,241,84,50,10,56,2024,MECH_RATIO,0.7,-104.27000000000021
1122.7599999999975,1.8627788493310655,0.6141078838174274,130.5599999999995,40.1899999999996,133.47000000000003,241,84,41,7,44,2024,MECH_RATIO,0.8,-165.1300000000008
1253.5599999999986,1.9329374027849082,0.6265560165975104,136.16999999999962,42.92000000000007,158.13999999999987,241,84,26,5,28,2024,MECH_RATIO,0.9,-34.3299999999997
1211.3399999999986,1.882457073337751,0.6182572614107884,152.7700000000009,42.92000000000007,158.13999999999987,241,84,15,2,17,2024,MECH_RATIO,0.95,-76.54999999999973
1048.329999999997,1.879818384765801,0.6141078838174274,124.89999999999964,36.970000000000255,116.41999999999985,241,84,62,21,74,2024,MECH_RATIO_DELTA,0.5,-239.5600000000013
1108.9199999999978,1.8483754236445258,0.6016597510373444,124.89999999999964,42.92000000000007,133.47000000000003,241,84,49,12,55,2024,MECH_RATIO_DELTA,0.7,-178.97000000000048
1106.159999999998,1.850035733222673,0.6099585062240664,125.02000000000089,40.1899999999996,133.47000000000003,241,84,40,7,43,2024,MECH_RATIO_DELTA,0.8,-181.73000000000025
1213.2099999999982,1.8796284883594447,0.6224066390041494,152.7700000000009,42.92000000000007,158.13999999999987,241,84,24,5,25,2024,MECH_RATIO_DELTA,0.9,-74.68000000000006
1217.0999999999988,1.8895304220719882,0.6224066390041494,152.7700000000009,42.92000000000007,158.13999999999987,241,84,17,2,19,2024,MECH_RATIO_DELTA,0.95,-70.78999999999951
