year,family,model,weight,n_features,auc,ap,brier,last_is_route_max,last_route_percentile,within_route_pair_auc,train_orientation
2026,COMBINED_WITH_COUNT,LOGIT,ROW,194,0.6340445269016697,0.36253175142061256,0.27430947290106344,0.5918367346938775,0.7054215625644198,0.6893939393939394,
2026,COMBINED_WITH_COUNT,TREE2,ROW,194,0.6068336425479283,0.32084171014515495,0.23769002711110643,0.6326530612244898,0.6505205112347969,0.5833333333333334,
2026,COMBINED_WITH_COUNT,TREE3,ROW,194,0.5978664192949907,0.32332568892538405,0.2503448322932401,0.6530612244897959,0.6611574933003505,0.5871212121212122,
2024,MECH_SINGLE,h4liq_same_d1_S,ROW,1,0.6873100303951367,0.42978958625382996,,0.6547619047619048,0.7367306139627567,0.6968085106382979,1.0
2024,MECH_SINGLE,h4liq_distance_ratio,ROW,1,0.6624873353596757,0.4374683273803441,,0.6190476190476191,0.7134802532123962,0.6063829787234043,1.0
2024,MECH_SINGLE,h4liq_nearest_margin_S,ROW,1,0.5679457953394124,0.40742225606704,,0.5595238095238095,0.658156608603037,0.48936170212765956,-1.0
2024,MECH_SINGLE,h4liq_same_active_n,ROW,1,0.49730876393110435,0.32176868276500153,,0.9523809523809523,0.8335843554593555,0.901595744680851,-1.0
2024,MECH_SINGLE,h4liq_opp_d1_S,ROW,1,0.5272289766970617,0.3589511088977574,,0.7023809523809523,0.744411160929018,0.6436170212765957,1.0
2024,MECH_SINGLE,h4liq_same_age1_h,ROW,1,0.5475240628166159,0.3352441598977765,,0.8928571428571429,0.821666280148423,0.8191489361702128,1.0
2024,MECH_SINGLE,current_liq_age_median_h,ROW,1,0.5170022796352585,0.32736058292614867,,0.7619047619047619,0.7546354274032845,0.6861702127659575,1.0
2024,MECH_SINGLE,dprev_h4liq_same_d1_S,ROW,1,0.5589539007092198,0.35044486341512404,,0.6190476190476191,0.6948818542568543,0.550531914893617,1.0
2024,MECH_SINGLE,dfirst_h4liq_same_d1_S,ROW,1,0.5717768490374874,0.3606369715734228,,0.6071428571428571,0.7115953325774755,0.6170212765957447,1.0
2025,MECH_SINGLE,h4liq_same_d1_S,ROW,1,0.743714582169367,0.4532710772613001,,0.7014925373134329,0.7723957244589377,0.7406417112299465,1.0
2025,MECH_SINGLE,h4liq_distance_ratio,ROW,1,0.6918349429323969,0.44135852434039535,,0.5522388059701493,0.7210251264684978,0.6390374331550802,1.0
2025,MECH_SINGLE,h4liq_nearest_margin_S,ROW,1,0.6344480804533481,0.415108672781998,,0.5373134328358209,0.6794992126203717,0.5427807486631016,-1.0
2025,MECH_SINGLE,h4liq_same_active_n,ROW,1,0.5402665815308484,0.33817680007262,,0.9402985074626866,0.8330330142007051,0.8609625668449198,-1.0
2025,MECH_SINGLE,h4liq_opp_d1_S,ROW,1,0.5123313911724798,0.30024271090336163,,0.7014925373134329,0.747014228577003,0.6470588235294118,1.0
2025,MECH_SINGLE,h4liq_same_age1_h,ROW,1,0.5403463963604438,0.28538299706888964,,0.8805970149253731,0.8149664841060802,0.767379679144385,1.0
2025,MECH_SINGLE,current_liq_age_median_h,ROW,1,0.4438103599648815,0.24092502948667086,,0.6417910447761194,0.6755811279735775,0.48663101604278075,1.0
2025,MECH_SINGLE,dprev_h4liq_same_d1_S,ROW,1,0.5016362040067044,0.29770086004772417,,0.5671641791044776,0.6589395459676408,0.49732620320855614,1.0
